Source,Target,Amount,LND1
8255,469,7,"[[8255, 8192, 12325, 36, 93, 469], np.float64(0.20009000000000002), np.int64(226), 6, 'Success']"
12320,7454,18,"[[12320, 855, 2706, 4822, 7454], np.float64(0.0036), np.int64(264), 5, 'Success']"
7930,7595,604,"[[7930, 600, 6184, 6274, 7595], np.float64(0.50483), np.int64(264), 5, 'Success']"
1571,1279,3079,"[[1571, 410, 2, 1236, 1279], np.float64(9.54582), np.int64(138), 5, 'Success']"
12816,3053,94097,"[[12816, 18, 50, 3053], np.float64(8.51944), np.int64(120), 4, 'Success']"
4842,8751,900022,"[[4842, 4792, 6587, 8751], np.float64(161.11106999999998), np.int64(108), 4, 'Success']"
8609,9764,2195676,"[[8609, 88, 173, 9764], np.float64(123.01218), np.int64(98), 4, 'Failure']"
5530,4339,12237524,"[[5530, 507, 32, 4339], np.float64(8545.00715), np.int64(224), 4, 'Failure']"
4829,6820,2,"[[4829, 4822, 10113, 1067, 6820], np.float64(0.00801), np.int64(368), 5, 'Success']"
7753,10364,77,"[[7753, 7218, 10294, 10364], np.float64(0.0), np.int64(328), 4, 'Success']"
4536,3032,387,"[[4536, 3083, 5043, 3032], np.float64(1.2106899999999998), np.int64(224), 4, 'Success']"
206,7996,7903,"[[206, 84, 3974, 6562, 7976, 7996], np.float64(3.0237100000000003), np.int64(200), 6, 'Failure']"
9711,2074,11377,"[[9711, 12211, 32, 600, 2074], np.float64(7.84964), np.int64(264), 5, 'Success']"
3843,3210,713047,"[[3843, 5972, 855, 3210], np.float64(249.58784), np.int64(120), 4, 'Failure']"
8749,1091,1694210,"[[8749, 10169, 167, 6391, 1091], np.float64(18.63633), np.int64(144), 5, 'Failure']"
3661,4438,11957043,"[[3661, 8289, 6980, 796, 12325, 4438], np.float64(623.76749), np.int64(194), 6, 'Failure']"
2155,3931,5,"[[2155, 11207, 11178, 609, 3931], np.float64(0.0), np.int64(160), 5, 'Success']"
13087,12611,79,"[[13087, 1139, 3642, 12611], np.float64(0.26869), np.int64(120), 4, 'Success']"
4733,11286,726,"[[4733, 10, 9709, 1609, 11286], np.float64(2.72773), np.int64(264), 5, 'Success']"
13086,12043,4448,"[[13086, 6712, 855, 2633, 12043], np.float64(2.02752), np.int64(160), 5, 'Success']"
11812,8164,54686,"[[11812, 21, 11267, 8165, 8164], np.float64(2.38281), np.int64(160), 5, 'Failure']"
5105,6313,110817,"[[5105, 59, 175, 6313], np.float64(8.34494), np.int64(98), 4, 'Failure']"
3039,11840,6217468,"[[3039, 5855, 131, 8542, 11840], np.float64(2178.30171), np.int64(160), 5, 'Success']"
12325,4972,12717211,"[[12325, 796, 32, 4972], np.float64(6360.61185), np.int64(218), 4, 'Success']"
3288,2905,6,"[[3288, 2, 6935, 2905], np.float64(0.09667), np.int64(92), 4, 'Success']"
12217,11842,100,"[[12217, 11684, 11933, 855, 11842], np.float64(1.0211), np.int64(160), 5, 'Success']"
10816,12948,202,"[[10816, 3083, 2706, 609, 12948], np.float64(0.62626), np.int64(264), 5, 'Success']"
8765,3117,8008,"[[8765, 1139, 17, 2, 3117], np.float64(1.35492), np.int64(138), 5, 'Success']"
5621,6006,11769,"[[5621, 66, 6722, 8168, 6006], np.float64(3.83889), np.int64(160), 5, 'Success']"
4792,3184,968895,"[[4792, 5916, 3184], np.float64(9.68895), np.int64(80), 3, 'Failure']"
12301,6171,1996076,"[[12301, 3968, 445, 6171], np.float64(833.36494), np.int64(120), 4, 'Failure']"
18,6228,16016873,"[[18, 445, 6228], np.float64(17.01687), np.int64(80), 3, 'Success']"
434,778,6,"[[434, 2, 778], np.float64(0.0006), np.int64(58), 3, 'Success']"
10097,8060,18,"[[10097, 7218, 8301, 8060], np.float64(0.054), np.int64(224), 4, 'Success']"
8910,69,807,"[[8910, 8768, 10113, 12325, 69], np.float64(2.421), np.int64(258), 5, 'Success']"
2619,10226,8656,"[[2619, 18, 1293, 10226], np.float64(2.01732), np.int64(120), 4, 'Failure']"
5599,5108,34442,"[[5599, 167, 2706, 4822, 5108], np.float64(0.03444), np.int64(254), 5, 'Success']"
3261,12215,289350,"[[3261, 1983, 12315, 12215], np.float64(341.48508000000004), np.int64(224), 4, 'Success']"
2772,1314,8292724,"[[2772, 32, 5796, 1314], np.float64(4968.75548), np.int64(224), 4, 'Failure']"
667,3134,14013270,"[[667, 612, 3134], np.float64(15.01327), np.int64(80), 3, 'Success']"
2397,245,2,"[[2397, 26, 245], np.float64(0.0008), np.int64(74), 3, 'Success']"
12389,7291,69,"[[12389, 2651, 886, 2, 6274, 7291], np.float64(1.01142), np.int64(282), 6, 'Success']"
2980,9512,945,"[[2980, 600, 8688, 9512], np.float64(2.92036), np.int64(120), 4, 'Success']"
6908,8089,4544,"[[6908, 609, 1983, 8089], np.float64(2.2725), np.int64(120), 4, 'Success']"
7800,8082,19662,"[[7800, 7218, 21, 8082], np.float64(60.008720000000004), np.int64(224), 4, 'Success']"
6708,2947,909200,"[[6708, 3292, 4312, 612, 2947], np.float64(1.9092), np.int64(140), 5, 'Failure']"
853,3536,2087188,"[[853, 259, 173, 2402, 3536], np.float64(493.14582), np.int64(154), 5, 'Failure']"
3412,8065,11230053,"[[3412, 321, 2189, 8065], np.float64(13.23005), np.int64(120), 4, 'Failure']"
4679,11564,4,"[[4679, 3083, 5965, 855, 11564], np.float64(0.0128), np.int64(264), 5, 'Success']"
10766,12556,47,"[[10766, 855, 12556], np.float64(0.0094), np.int64(80), 3, 'Success']"
1060,916,992,"[[1060, 600, 3974, 916], np.float64(1.00099), np.int64(120), 4, 'Success']"
2955,2224,1398,"[[2955, 855, 321, 2224], np.float64(1.2812000000000001), np.int64(120), 4, 'Success']"
5919,12689,23359,"[[5919, 149, 741, 12641, 12689], np.float64(1.0487199999999999), np.int64(264), 5, 'Success']"
1034,2651,354059,"[[1034, 321, 9658, 2651], np.float64(1.35406), np.int64(143), 4, 'Success']"
1596,9598,2078179,"[[1596, 321, 8523, 9598], np.float64(35.25089), np.int64(120), 4, 'Failure']"
8471,73,27428729,"[[8471, 78, 175, 73], np.float64(0.0), np.int64(76), 4, 'Success']"
6876,7503,4,"[[6876, 301, 7218, 7503], np.float64(0.002), np.int64(224), 4, 'Success']"
9146,354,17,"[[9146, 8768, 6274, 108, 354], np.float64(0.05184999999999999), np.int64(348), 5, 'Success']"
10974,9725,868,"[[10974, 10294, 2223, 600, 9725], np.float64(5.22105), np.int64(264), 5, 'Success']"
2966,4776,1679,"[[2966, 2967, 205, 314, 7000, 4776], np.float64(0.17327000000000004), np.int64(304), 6, 'Success']"
6570,6592,13011,"[[6570, 2877, 148, 6592], np.float64(11.43298), np.int64(120), 4, 'Success']"
5872,3812,446821,"[[5872, 612, 3812], np.float64(1.44682), np.int64(80), 3, 'Failure']"
999,5165,4537159,"[[999, 4482, 612, 5165], np.float64(2251.43361), np.int64(120), 4, 'Failure']"
194,7927,11788485,"[[194, 32, 141, 2683, 7927], np.float64(7713.89796), np.int64(264), 5, 'Failure']"
9021,7447,2,"[[9021, 8768, 7218, 4822, 7447], np.float64(0.0), np.int64(472), 5, 'Success']"
2920,11507,71,"[[2920, 167, 6030, 855, 11507], np.float64(0.014270000000000001), np.int64(150), 5, 'Success']"
5689,7173,589,"[[5689, 4822, 3083, 6274, 7173], np.float64(0.0), np.int64(472), 5, 'Success']"
6513,7283,7198,"[[6513, 6326, 5322, 2899, 6274, 7283], np.float64(0.46787), np.int64(402), 6, 'Success']"
7956,12933,98777,"[[7956, 290, 32, 12933], np.float64(52.27799), np.int64(218), 4, 'Failure']"
8240,84,350114,"[[8240, 5642, 410, 84], np.float64(1.7002199999999998), np.int64(120), 4, 'Success']"
8585,8178,6696756,"[[8585, 48, 12315, 8178], np.float64(7367.101280000001), np.int64(224), 4, 'Failure']"
1511,70,59603812,"[[1511, 50, 175, 70], np.float64(0.0), np.int64(76), 4, 'Failure']"
457,581,6,"[[457, 21, 500, 581], np.float64(2.00002), np.int64(120), 4, 'Success']"
13042,4846,57,"[[13042, 12768, 4792, 4846], np.float64(0.00086), np.int64(120), 4, 'Success']"
3278,3375,670,"[[3278, 609, 3375], np.float64(0.00067), np.int64(80), 3, 'Success']"
11678,7210,4626,"[[11678, 3730, 207, 124, 6274, 7210], np.float64(2.16115), np.int64(304), 6, 'Success']"
2673,3972,57515,"[[2673, 2672, 3169, 84, 3972], np.float64(32.18212), np.int64(160), 5, 'Success']"
12771,5822,502468,"[[12771, 32, 5822], np.float64(251.73153), np.int64(184), 3, 'Failure']"
131,4353,8965496,"[[131, 10484, 71, 4353], np.float64(1392.95142), np.int64(114), 4, 'Success']"
3997,407,12272219,"[[3997, 57, 321, 2189, 407], np.float64(703.7679499999999), np.int64(160), 5, 'Success']"
9903,487,6,"[[9903, 855, 3099, 189, 487], np.float64(0.43329), np.int64(540), 5, 'Success']"
8330,11313,18,"[[8330, 7011, 48, 11313], np.float64(0.00311), np.int64(120), 4, 'Success']"
10989,4422,379,"[[10989, 10294, 9432, 8089, 3561, 4197, 4422], np.float64(2.27227), np.int64(344), 7, 'Failure']"
4417,4363,3365,"[[4417, 21, 3083, 4363], np.float64(1.00336), np.int64(328), 4, 'Success']"
12461,2612,26615,"[[12461, 12462, 612, 12206, 1609, 2612], np.float64(8.72225), np.int64(194), 6, 'Success']"
9454,1032,310522,"[[9454, 855, 3065, 1032], np.float64(134.84953000000002), np.int64(120), 4, 'Failure']"
8353,2837,4252305,"[[8353, 233, 84, 189, 2520, 2837], np.float64(8524.07526), np.int64(574), 6, 'Failure']"
5056,3322,10189439,"[[5056, 88, 177, 61, 3322], np.float64(562.66915), np.int64(106), 5, 'Failure']"
1706,5416,2,"[[1706, 966, 2359, 4822, 5416], np.float64(1.00901), np.int64(264), 5, 'Success']"
1508,4513,38,"[[1508, 1236, 694, 855, 4513], np.float64(0.12243000000000001), np.int64(160), 5, 'Success']"
4723,3221,852,"[[4723, 855, 6035, 3221], np.float64(0.1704), np.int64(114), 4, 'Success']"
2525,11366,3920,"[[2525, 855, 11366], np.float64(0.784), np.int64(80), 3, 'Success']"
6533,11760,35722,"[[6533, 2272, 32, 314, 11760], np.float64(23.472840000000005), np.int64(364), 5, 'Failure']"
3013,1213,188117,"[[3013, 234, 626, 1213], np.float64(2.37624), np.int64(88), 4, 'Failure']"
2312,3522,1271435,"[[2312, 9631, 32, 3400, 3522], np.float64(1212.00607), np.int64(258), 5, 'Failure']"
3402,3292,83080629,"[[3402, 60, 3292], np.float64(18286.73838), np.int64(80), 3, 'Success']"
5092,96,4,"[[5092, 4822, 2, 96], np.float64(0.0124), np.int64(202), 4, 'Failure']"
3851,10334,38,"[[3851, 480, 855, 10334], np.float64(0.0114), np.int64(120), 4, 'Success']"
10157,9987,883,"[[10157, 609, 2223, 7218, 9987], np.float64(0.00088), np.int64(264), 5, 'Success']"
5246,5769,9642,"[[5246, 692, 855, 5769], np.float64(2.93804), np.int64(120), 4, 'Success']"
1484,9097,46781,"[[1484, 1236, 2, 8768, 9097], np.float64(1.0), np.int64(242), 5, 'Failure']"
2916,8452,399364,"[[2916, 314, 8452], np.float64(0.80073), np.int64(184), 3, 'Failure']"
1436,8269,1320282,"[[1436, 233, 84, 445, 8269], np.float64(7.281129999999999), np.int64(154), 5, 'Failure']"
8448,12315,28305514,"[[8448, 321, 12315], np.float64(29.30551), np.int64(80), 3, 'Success']"
4630,8883,9,"[[4630, 3083, 7218, 8768, 8883], np.float64(0.0), np.int64(472), 5, 'Success']"
8769,12814,62,"[[8769, 8768, 10113, 12325, 12814], np.float64(0.186), np.int64(258), 5, 'Success']"
3937,960,171,"[[3937, 29, 12325, 600, 960], np.float64(0.51334), np.int64(154), 5, 'Success']"
10436,4019,4224,"[[10436, 855, 2223, 4019], np.float64(0.88283), np.int64(120), 4, 'Success']"
1431,3109,59523,"[[1431, 148, 612, 3108, 3109], np.float64(125.2579), np.int64(150), 5, 'Success']"
3183,60,350186,"[[3183, 1983, 60], np.float64(0.35019), np.int64(80), 3, 'Success']"
11890,10462,3369375,"[[11890, 9495, 10462], np.float64(1111.89375), np.int64(80), 3, 'Success']"
15,42,21190474,"[[15, 494, 12634, 855, 42], np.float64(13351.91202), np.int64(122), 5, 'Failure']"
11654,7241,6,"[[11654, 167, 2223, 6274, 7241], np.float64(1e-05), np.int64(254), 5, 'Success']"
3829,1548,24,"[[3829, 10, 468, 1236, 1548], np.float64(1.07209), np.int64(160), 5, 'Success']"
9260,1205,466,"[[9260, 32, 634, 1205], np.float64(6.70126), np.int64(328), 4, 'Success']"
3331,11748,5668,"[[3331, 2223, 609, 11748], np.float64(1.24136), np.int64(120), 4, 'Success']"
3264,5852,20536,"[[3264, 3083, 21, 5852], np.float64(62.6316), np.int64(224), 4, 'Success']"
2556,950,161731,"[[2556, 10, 926, 950], np.float64(277.10639999999995), np.int64(120), 4, 'Success']"
3085,613,2712016,"[[3085, 2877, 613], np.float64(3.71202), np.int64(80), 3, 'Success']"
6043,11629,13014449,"[[6043, 2362, 11935, 855, 2124, 11629], np.float64(6119.49228), np.int64(200), 6, 'Failure']"
5870,10620,9,"[[5870, 2, 612, 10620], np.float64(1.00001), np.int64(98), 4, 'Success']"
11760,3526,27,
6860,11638,212,"[[6860, 8459, 141, 173, 11638], np.float64(2.2938), np.int64(138), 5, 'Success']"
6310,11744,4544,"[[6310, 1999, 167, 4480, 11744], np.float64(0.20901999999999998), np.int64(150), 5, 'Success']"
6925,12091,79701,"[[6925, 855, 12091], np.float64(15.9402), np.int64(80), 3, 'Failure']"
8340,3626,481991,"[[8340, 8329, 6425, 12315, 3645, 3626], np.float64(490.78169), np.int64(298), 6, 'Failure']"
10917,13,1744287,"[[10917, 11821, 18, 13], np.float64(4.48858), np.int64(120), 4, 'Failure']"
1511,4261,13454896,"[[1511, 50, 175, 4261], np.float64(742.26928), np.int64(98), 4, 'Success']"
8951,8846,1,"[[8951, 8768, 36, 723, 8846], np.float64(0.0138), np.int64(290), 5, 'Success']"
9954,748,56,"[[9954, 600, 6219, 314, 748], np.float64(0.00234), np.int64(264), 5, 'Success']"
10237,992,476,"[[10237, 7218, 2, 992], np.float64(1.47574), np.int64(202), 4, 'Success']"
11718,57,1233,"[[11718, 1340, 855, 173, 57], np.float64(1.24783), np.int64(138), 5, 'Success']"
3783,1604,61580,"[[3783, 463, 12325, 600, 1604], np.float64(185.80176), np.int64(154), 5, 'Failure']"
11299,5507,377741,"[[11299, 855, 5326, 5507], np.float64(117.35259), np.int64(120), 4, 'Failure']"
12403,1011,6397389,"[[12403, 167, 4338, 1011], np.float64(6.39739), np.int64(104), 4, 'Success']"
5056,520,14173824,"[[5056, 88, 175, 48, 520], np.float64(2199.27068), np.int64(128), 5, 'Success']"
3349,10950,3,"[[3349, 609, 2223, 10294, 10950], np.float64(0.0), np.int64(264), 5, 'Success']"
3155,5702,72,"[[3155, 18, 2706, 4822, 5702], np.float64(1.00007), np.int64(264), 5, 'Success']"
3615,5569,454,"[[3615, 1236, 600, 5569], np.float64(1.362), np.int64(104), 4, 'Success']"
22,10702,5713,"[[22, 21, 10294, 10702], np.float64(1.00571), np.int64(328), 4, 'Failure']"
1923,12110,34669,"[[1923, 445, 18, 12110], np.float64(5.50167), np.int64(224), 4, 'Success']"
6911,8664,672707,"[[6911, 9265, 32, 8664], np.float64(340.05101), np.int64(224), 4, 'Failure']"
11361,244,1307595,"[[11361, 2537, 2938, 244], np.float64(24.84443), np.int64(120), 4, 'Failure']"
2683,398,13206869,"[[2683, 177, 59, 398], np.float64(728.6278), np.int64(98), 4, 'Failure']"
7514,4942,6,"[[7514, 7218, 4822, 4942], np.float64(0.0), np.int64(328), 4, 'Success']"
12042,2836,88,"[[12042, 18, 2836], np.float64(1.00009), np.int64(80), 3, 'Success']"
5805,8422,336,"[[5805, 4822, 547, 149, 8422], np.float64(1.0160799999999999), np.int64(748), 5, 'Success']"
12044,5787,2478,"[[12044, 10, 2223, 4822, 5787], np.float64(3.478), np.int64(264), 5, 'Success']"
11501,4971,74448,"[[11501, 855, 4840, 4971], np.float64(89.35248999999999), np.int64(120), 4, 'Success']"
6747,13047,412678,"[[6747, 1955, 855, 13047], np.float64(83.94836000000001), np.int64(120), 4, 'Failure']"
4268,6722,1875088,"[[4268, 2537, 6722], np.float64(56.25264), np.int64(80), 3, 'Failure']"
36,3551,59058700,
1524,1741,1,"[[1524, 1236, 2359, 966, 1741], np.float64(1.00902), np.int64(160), 5, 'Success']"
11263,1796,64,"[[11263, 463, 2425, 1236, 1796], np.float64(0.2241), np.int64(160), 5, 'Success']"
3419,7233,261,"[[3419, 233, 939, 149, 7233], np.float64(0.00361), np.int64(258), 5, 'Success']"
11850,6566,2711,"[[11850, 855, 6566], np.float64(0.5422), np.int64(80), 3, 'Success']"
6110,12237,85388,"[[6110, 60, 173, 855, 12237], np.float64(24.02488), np.int64(138), 5, 'Success']"
4376,3652,387002,"[[4376, 314, 9401, 12425, 3652], np.float64(14.321200000000001), np.int64(368), 5, 'Failure']"
12578,9387,7474174,"[[12578, 855, 3379, 4682, 9387], np.float64(2796.60267), np.int64(154), 5, 'Failure']"
7125,5136,13272040,"[[7125, 32, 321, 174, 5136], np.float64(7370.6054300000005), np.int64(264), 5, 'Success']"
4566,8739,6,"[[4566, 3083, 6157, 600, 8739], np.float64(0.03605), np.int64(264), 5, 'Success']"
12628,13040,44,"[[12628, 9537, 32, 13040], np.float64(1.02646), np.int64(224), 4, 'Success']"
11201,972,613,"[[11201, 233, 600, 972], np.float64(1.84023), np.int64(114), 4, 'Success']"
200,5822,9080,"[[200, 87, 32, 5822], np.float64(9.985199999999999), np.int64(224), 4, 'Success']"
2119,3401,55116,"[[2119, 2081, 11616, 855, 3401], np.float64(15.834679999999999), np.int64(160), 5, 'Success']"
9356,559,116721,"[[9356, 3457, 1573, 18, 559], np.float64(1.11672), np.int64(160), 5, 'Failure']"
8052,13058,3260788,"[[8052, 11890, 4792, 794, 13058], np.float64(1015.18043), np.int64(160), 5, 'Success']"
10459,7028,51443682,"[[10459, 321, 175, 71, 7028], np.float64(2884.09902), np.int64(138), 5, 'Success']"
8580,3933,7,"[[8580, 32, 3933], np.float64(1.00349), np.int64(184), 3, 'Success']"
2682,3472,44,"[[2682, 1139, 1560, 57, 3472], np.float64(18.20604), np.int64(160), 5, 'Success']"
1231,1543,349,"[[1231, 182, 3974, 1236, 1543], np.float64(2.04735), np.int64(160), 5, 'Success']"
7133,2976,7255,"[[7133, 32, 167, 2976], np.float64(4.6275), np.int64(214), 4, 'Success']"
9974,1933,25718,"[[9974, 7218, 2359, 1930, 1933], np.float64(155.67183), np.int64(264), 5, 'Success']"
9886,10302,124917,"[[9886, 12325, 612, 10302], np.float64(1.12492), np.int64(114), 4, 'Success']"
10798,3157,1826028,"[[10798, 3974, 149, 3157], np.float64(10.957180000000001), np.int64(218), 4, 'Success']"
15,1983,13813052,"[[15, 494, 12634, 1983], np.float64(5816.30211), np.int64(82), 4, 'Failure']"
1536,9282,4,"[[1536, 1236, 2537, 3086, 9282], np.float64(0.01272), np.int64(154), 5, 'Success']"
12577,150,59,"[[12577, 0, 233, 1846, 150], np.float64(1.07211), np.int64(154), 5, 'Success']"
2213,2717,937,"[[2213, 609, 2717], np.float64(0.00094), np.int64(80), 3, 'Success']"
4497,653,7276,"[[4497, 3684, 18, 653], np.float64(2.01456), np.int64(120), 4, 'Success']"
2035,6238,85002,
6845,3161,408102,"[[6845, 563, 18, 2953, 3161], np.float64(3.6323999999999996), np.int64(160), 5, 'Failure']"
7011,3642,4228680,"[[7011, 3622, 8782, 3642], np.float64(195.81951999999998), np.int64(120), 4, 'Failure']"
18,6378,12407085,"[[18, 321, 6378], np.float64(13.40708), np.int64(80), 3, 'Success']"
9351,2583,6,"[[9351, 6043, 167, 3755, 1139, 2583], np.float64(0.01807), np.int64(190), 6, 'Success']"
129,490,57,"[[129, 4682, 600, 490], np.float64(0.17140000000000002), np.int64(114), 4, 'Success']"
4093,2752,351,"[[4093, 26, 137, 2752], np.float64(0.32823), np.int64(124), 4, 'Success']"
3036,5888,2032,"[[3036, 855, 5888], np.float64(0.4064), np.int64(74), 3, 'Success']"
12357,9646,44271,"[[12357, 72, 177, 73, 4860, 9646], np.float64(5.729190000000001), np.int64(282), 6, 'Success']"
1863,2374,886110,"[[1863, 320, 2189, 321, 2374], np.float64(5.658329999999999), np.int64(160), 5, 'Failure']"
6631,9366,4565569,"[[6631, 3292, 233, 9366], np.float64(130.59109), np.int64(88), 4, 'Failure']"
869,3134,84150210,"[[869, 64, 177, 321, 3134], np.float64(4715.66644), np.int64(132), 5, 'Success']"
7920,12074,4,"[[7920, 3254, 609, 12074], np.float64(0.00044), np.int64(120), 4, 'Success']"
6777,12672,69,"[[6777, 855, 12672], np.float64(0.0138), np.int64(80), 3, 'Success']"
645,6811,842,"[[645, 609, 6811], np.float64(0.0842), np.int64(80), 3, 'Success']"
8172,2768,6727,"[[8172, 26, 12325, 600, 2768], np.float64(20.24847), np.int64(148), 5, 'Failure']"
12148,11737,29343,
13064,2425,396920,"[[13064, 445, 5, 2425], np.float64(2.78284), np.int64(120), 4, 'Failure']"
2580,12308,1013400,"[[2580, 2351, 12654, 6760, 12308], np.float64(4.2002), np.int64(154), 5, 'Success']"
12913,301,12456674,"[[12913, 12325, 855, 301], np.float64(2491.3348), np.int64(114), 4, 'Success']"
2827,5497,7,"[[2827, 1139, 6105, 4822, 5497], np.float64(0.00177), np.int64(264), 5, 'Success']"
12706,10571,57,"[[12706, 12762, 2633, 4822, 10294, 10571], np.float64(1.00177), np.int64(408), 6, 'Success']"
4772,11535,623,"[[4772, 855, 32, 11535], np.float64(1.62304), np.int64(328), 4, 'Success']"
4453,10020,7509,"[[4453, 3083, 3065, 10020], np.float64(24.32834), np.int64(224), 4, 'Success']"
12736,5778,87468,"[[12736, 8343, 11065, 5778], np.float64(8.65954), np.int64(120), 4, 'Failure']"
11736,11621,279016,
163,10194,7238927,"[[163, 612, 5585, 2909, 10194], np.float64(16.47787), np.int64(180), 5, 'Success']"
5409,1318,14951655,"[[5409, 4704, 173, 1318], np.float64(1174.11582), np.int64(120), 4, 'Success']"
2967,311,2,"[[2967, 5576, 855, 311], np.float64(0.0004), np.int64(120), 4, 'Success']"
9099,6024,85,"[[9099, 8768, 21, 6024], np.float64(1.25808), np.int64(224), 4, 'Success']"
7807,4957,736,"[[7807, 7218, 4822, 4957], np.float64(0.0), np.int64(328), 4, 'Success']"
6501,5814,8429,"[[6501, 73, 18, 2950, 5814], np.float64(4.53974), np.int64(160), 5, 'Success']"
6359,6474,69895,"[[6359, 3456, 177, 52, 6474], np.float64(25.44682), np.int64(138), 5, 'Failure']"
12557,8110,170566,"[[12557, 11685, 18, 6980, 8110], np.float64(26.90356), np.int64(160), 5, 'Success']"
6755,3632,1051562,"[[6755, 12325, 855, 3632], np.float64(210.3124), np.int64(114), 4, 'Failure']"
2189,8260,72919231,
13082,9215,5,"[[13082, 383, 10113, 8768, 9215], np.float64(0.00234), np.int64(264), 5, 'Success']"
1433,1662,70,"[[1433, 189, 201, 1236, 1662], np.float64(0.77049), np.int64(540), 5, 'Success']"
7940,8163,730,"[[7940, 600, 6010, 855, 8163], np.float64(0.14819), np.int64(160), 5, 'Success']"
9308,1209,3518,"[[9308, 12604, 218, 48, 6980, 1209], np.float64(1.54883), np.int64(200), 6, 'Failure']"
7127,4921,25653,"[[7127, 32, 2, 4822, 4921], np.float64(13.80085), np.int64(346), 5, 'Success']"
1370,2019,299168,"[[1370, 6335, 445, 2019], np.float64(121.67648), np.int64(328), 4, 'Success']"
9764,1101,2358124,"[[9764, 445, 1101], np.float64(236.8124), np.int64(184), 3, 'Success']"
5961,11058,11010786,"[[5961, 1983, 173, 141, 11058], np.float64(1708.98261), np.int64(138), 5, 'Failure']"
