Source,Target,Amount,LND1
12151,9408,219159,"[[12151, 32, 9408], np.float64(110.36034), np.int64(184), 3, 'Failure']"
8555,5986,7988194,"[[8555, 11837, 18, 2189, 5986], np.float64(201.70505), np.int64(132), 5, 'Failure']"
1767,4626,14142342,"[[1767, 91, 445, 4626], np.float64(14157.99948), np.int64(280), 4, 'Failure']"
1959,11962,8,"[[1959, 1930, 6640, 604, 5965, 12325, 398, 11962], np.float64(2.00106), np.int64(377), 8, 'Success']"
4690,12324,97,"[[4690, 612, 2, 3083, 8720, 12324], np.float64(2.2942), np.int64(278), 6, 'Success']"
3405,5999,134,"[[3405, 177, 61, 600, 1804, 5984, 5999], np.float64(3.67173), np.int64(218), 7, 'Success']"
93,9726,9684,"[[93, 182, 314, 9726], np.float64(1.03105), np.int64(224), 4, 'Success']"
4615,3835,51822,"[[4615, 3083, 2223, 84, 3835], np.float64(157.04076), np.int64(264), 5, 'Success']"
627,10200,395583,"[[627, 1983, 12325, 4433, 10164, 6269, 10200], np.float64(292.18962999999997), np.int64(234), 7, 'Success']"
8119,6006,3755988,"[[8119, 104, 628, 10, 12325, 463, 22, 285, 6006], np.float64(9499.38551), np.int64(412), 9, 'Failure']"
854,1864,13410600,"[[854, 420, 56, 177, 1864], np.float64(2973.74556), np.int64(132), 5, 'Failure']"
10556,11048,7,"[[10556, 855, 5055, 11048], np.float64(1.0016100000000001), np.int64(120), 4, 'Success']"
2079,8191,49,"[[2079, 600, 2047, 91, 8191], np.float64(0.6977), np.int64(310), 5, 'Success']"
12229,6732,121,"[[12229, 55, 173, 66, 6732], np.float64(2.25666), np.int64(116), 5, 'Success']"
9863,1462,6785,"[[9863, 32, 6622, 2605, 2310, 1462], np.float64(4.6708300000000005), np.int64(304), 6, 'Success']"
11704,2703,77264,"[[11704, 32, 2, 2703], np.float64(47.28499), np.int64(202), 4, 'Failure']"
8327,11950,318066,
11584,3828,5872048,"[[11584, 233, 2622, 3828], np.float64(11.7441), np.int64(114), 4, 'Failure']"
1314,91,18878795,"[[1314, 547, 3784, 3292, 692, 91], np.float64(15901.277900000001), np.int64(664), 6, 'Failure']"
12321,13039,10,"[[12321, 18, 29, 12013, 13039], np.float64(2.0000400000000003), np.int64(160), 5, 'Success']"
4313,5800,41,"[[4313, 233, 19, 4822, 5800], np.float64(20.520419999999998), np.int64(258), 5, 'Success']"
6859,11707,487,"[[6859, 91, 12726, 11707], np.float64(1.98849), np.int64(280), 4, 'Success']"
1064,10809,8549,"[[1064, 609, 10809], np.float64(0.8549), np.int64(80), 3, 'Failure']"
8130,8074,27049,"[[8130, 84, 12325, 8074], np.float64(1.02705), np.int64(114), 4, 'Success']"
9656,6354,333988,"[[9656, 855, 6354], np.float64(66.7976), np.int64(80), 3, 'Success']"
3729,1896,1994408,"[[3729, 321, 1896], np.float64(200.4408), np.int64(184), 3, 'Failure']"
2618,96,10913869,"[[2618, 11837, 18, 96], np.float64(11.91387), np.int64(98), 4, 'Failure']"
9446,9340,8,"[[9446, 855, 9457, 9340], np.float64(0.5025000000000001), np.int64(120), 4, 'Success']"
6461,8043,53,"[[6461, 21, 8044, 8043], np.float64(2.0053), np.int64(120), 4, 'Success']"
2120,4485,511,"[[2120, 2081, 19, 609, 6781, 6876, 855, 4485], np.float64(2.30213), np.int64(258), 8, 'Success']"
1148,12466,8802,"[[1148, 8688, 12964, 12116, 4194, 12466], np.float64(3.3548899999999997), np.int64(200), 6, 'Failure']"
852,6079,88292,"[[852, 66, 175, 12325, 9314, 6079], np.float64(39.524370000000005), np.int64(162), 6, 'Success']"
5057,7,127472,"[[5057, 855, 6011, 3892, 3221, 6035, 377, 7], np.float64(37.948660000000004), np.int64(378), 8, 'Failure']"
605,2903,1965192,"[[605, 32, 2903], np.float64(981.63081), np.int64(184), 3, 'Failure']"
5975,5855,22998239,"[[5975, 1011, 5855], np.float64(4831.73019), np.int64(80), 3, 'Failure']"
1912,7624,8,"[[1912, 10, 3277, 7218, 7624], np.float64(1.0136), np.int64(264), 5, 'Success']"
5764,8379,16,"[[5764, 4822, 2706, 609, 8379], np.float64(0.0496), np.int64(264), 5, 'Success']"
1546,11768,847,"[[1546, 1236, 2, 2654, 600, 11768], np.float64(3.6268), np.int64(178), 6, 'Success']"
840,8940,1218,"[[840, 801, 2680, 600, 1236, 2, 8768, 8940], np.float64(4.657), np.int64(362), 8, 'Success']"
9034,4188,24579,"[[9034, 8768, 10113, 12325, 6953, 4187, 4188], np.float64(10107.229930000001), np.int64(338), 7, 'Success']"
743,438,743438,"[[743, 207, 12325, 137, 438], np.float64(236.70311999999998), np.int64(164), 5, 'Failure']"
5166,12348,5845424,"[[5166, 175, 167, 293, 11207, 12348], np.float64(1744.29185), np.int64(200), 6, 'Failure']"
1292,11356,17731634,"[[1292, 6184, 445, 796, 167, 3642, 3292, 11356], np.float64(28332.60447), np.int64(354), 8, 'Failure']"
3917,3955,7,"[[3917, 173, 61, 600, 3955], np.float64(2.27139), np.int64(138), 5, 'Success']"
3577,10582,31,"[[3577, 3083, 7218, 10294, 10582], np.float64(0.0), np.int64(472), 5, 'Success']"
524,4430,216,"[[524, 469, 93, 2425, 609, 6010, 600, 4430], np.float64(1.8720500000000002), np.int64(280), 8, 'Success']"
4747,8619,5018,"[[4747, 4641, 314, 10113, 12325, 6362, 3292, 3134, 8619], np.float64(59.99796), np.int64(398), 9, 'Success']"
1713,12571,31764,"[[1713, 1032, 766, 6689, 5842, 167, 6876, 855, 12571], np.float64(38.76327999999999), np.int64(310), 9, 'Success']"
9779,12434,819597,"[[9779, 6056, 407, 2620, 2615, 12434], np.float64(2229669.6864), np.int64(200), 6, 'Failure']"
10781,11978,2072565,"[[10781, 12325, 12315, 6064, 6056, 11978], np.float64(3488185.60341), np.int64(298), 6, 'Failure']"
6587,6855,19525089,"[[6587, 398, 6855], np.float64(20.52509), np.int64(74), 3, 'Failure']"
6101,157,7,"[[6101, 70, 50, 157], np.float64(2.25038), np.int64(98), 4, 'Success']"
4642,4390,81,"[[4642, 3083, 4390], np.float64(0.0), np.int64(184), 3, 'Success']"
2708,2425,532,"[[2708, 18, 2425], np.float64(1.00053), np.int64(80), 3, 'Success']"
9351,3393,5734,"[[9351, 6043, 167, 12325, 9709, 108, 3393], np.float64(3.9301200000000005), np.int64(214), 7, 'Success']"
8670,3282,80328,"[[8670, 244, 8167, 12325, 1559, 3282], np.float64(1.88361), np.int64(194), 6, 'Failure']"
10023,12662,229542,"[[10023, 9948, 29, 18, 12662], np.float64(1.9181700000000002), np.int64(160), 5, 'Failure']"
432,4714,2469826,"[[432, 167, 172, 4714], np.float64(140.56038999999998), np.int64(110), 4, 'Failure']"
1767,124,13747502,"[[1767, 91, 124], np.float64(13748.002), np.int64(230), 3, 'Failure']"
7429,1664,3,"[[7429, 3083, 6157, 600, 1236, 1664], np.float64(0.02708), np.int64(304), 6, 'Success']"
9263,7042,39,"[[9263, 12641, 7042], np.float64(1.00004), np.int64(80), 3, 'Success']"
9829,5658,371,"[[9829, 12325, 173, 5658], np.float64(9.08162), np.int64(114), 4, 'Success']"
7632,1606,8008,"[[7632, 6274, 2223, 167, 79, 1606], np.float64(69.50184999999999), np.int64(298), 6, 'Success']"
13017,5120,10384,"[[13017, 167, 12325, 9314, 6079, 600, 5120], np.float64(27.90352), np.int64(224), 7, 'Failure']"
9314,6156,102140,"[[9314, 148, 3892, 3221, 6745, 6156], np.float64(12.01003), np.int64(190), 6, 'Failure']"
3978,4127,3243940,"[[3978, 70, 177, 4127], np.float64(180.6667), np.int64(98), 4, 'Failure']"
141,5965,11855076,"[[141, 173, 2578, 5965], np.float64(32262.32723), np.int64(202), 4, 'Success']"
4675,2803,4,"[[4675, 3083, 21, 2803], np.float64(1.015), np.int64(224), 4, 'Success']"
6744,10551,30,"[[6744, 21, 19, 609, 10551], np.float64(1.0030299999999999), np.int64(242), 5, 'Success']"
9476,3337,382,"[[9476, 177, 19, 609, 3337], np.float64(2.27139), np.int64(138), 5, 'Success']"
7122,11131,5579,"[[7122, 142, 3642, 11057, 11131], np.float64(3.85622), np.int64(264), 5, 'Success']"
7744,8534,25441,"[[7744, 6274, 2223, 314, 8534], np.float64(83.49538), np.int64(368), 5, 'Success']"
481,4000,161875,"[[481, 18, 4000], np.float64(1.16188), np.int64(80), 3, 'Success']"
11719,287,2797196,"[[11719, 445, 287], np.float64(280.7196), np.int64(184), 3, 'Failure']"
8,1160,10766638,"[[8, 12315, 8168, 6897, 1160], np.float64(13751.40312), np.int64(264), 5, 'Failure']"
2979,4700,9,"[[2979, 91, 1326, 1296, 869, 4700], np.float64(0.5113), np.int64(344), 6, 'Success']"
10684,986,78,"[[10684, 10294, 2223, 167, 32, 986], np.float64(1.2800000000000002), np.int64(398), 6, 'Success']"
3157,2196,212,"[[3157, 894, 12325, 2196], np.float64(0.05406), np.int64(105), 4, 'Success']"
3005,10806,9634,"[[3005, 18, 351, 167, 6876, 855, 10806], np.float64(13.54734), np.int64(224), 7, 'Success']"
1160,10489,30210,"[[1160, 32, 10489], np.float64(16.07479), np.int64(184), 3, 'Success']"
159,12158,682743,"[[159, 220, 12325, 137, 3322, 5059, 12158], np.float64(291.06025), np.int64(244), 7, 'Failure']"
12261,4177,1384140,"[[12261, 173, 177, 9750, 4177], np.float64(131.10278), np.int64(132), 5, 'Failure']"
5647,3134,10216367,"[[5647, 3642, 3292, 12325, 6722, 3134], np.float64(24596.17437), np.int64(174), 6, 'Failure']"
11014,10631,4,"[[11014, 10294, 2223, 167, 6876, 855, 10631], np.float64(0.01661), np.int64(334), 7, 'Success']"
9210,1446,18,"[[9210, 8768, 2223, 167, 11324, 1446], np.float64(0.05492), np.int64(294), 6, 'Success']"
9331,2342,467,"[[9331, 855, 2342], np.float64(0.0934), np.int64(80), 3, 'Success']"
9063,3837,9962,"[[9063, 8768, 2, 2573, 1358, 2861, 3837], np.float64(30.88519), np.int64(322), 7, 'Success']"
3380,8185,75942,"[[3380, 855, 12325, 244, 7129, 8185], np.float64(41.26956), np.int64(194), 6, 'Success']"
6316,4355,639468,"[[6316, 12292, 167, 12325, 26, 4355], np.float64(287.58002), np.int64(176), 6, 'Failure']"
6265,3101,1276631,"[[6265, 5289, 3221, 6035, 3101], np.float64(52.065329999999996), np.int64(154), 5, 'Failure']"
71,570,50673447,"[[71, 173, 60, 570], np.float64(2789.28958), np.int64(76), 4, 'Failure']"
1772,5333,10,"[[1772, 1032, 967, 4822, 5333], np.float64(1.00101), np.int64(264), 5, 'Success']"
4331,3858,48,"[[4331, 3083, 2223, 609, 3858], np.float64(0.15453999999999998), np.int64(264), 5, 'Success']"
3594,3261,138,"[[3594, 3454, 3191, 167, 7042, 2232, 1139, 3261], np.float64(1.4475), np.int64(270), 8, 'Success']"
3998,12140,9898,"[[3998, 63, 175, 70, 1139, 4374, 12140], np.float64(33.50301), np.int64(196), 7, 'Success']"
6427,11430,81361,"[[6427, 71, 59, 167, 2047, 91, 11430], np.float64(88.75325000000001), np.int64(368), 7, 'Failure']"
6504,3459,325958,"[[6504, 612, 3459], np.float64(1.32596), np.int64(80), 3, 'Success']"
1955,378,1165037,"[[1955, 32, 378], np.float64(582.35346), np.int64(184), 3, 'Failure']"
12641,404,13499871,"[[12641, 3101, 137, 131, 404], np.float64(135023.35487), np.int64(170), 5, 'Failure']"
2520,7922,6,"[[2520, 3869, 600, 7922], np.float64(1.01806), np.int64(120), 4, 'Success']"
881,5703,50,"[[881, 634, 2706, 4822, 5703], np.float64(5.05), np.int64(264), 5, 'Success']"
4980,10426,175,
9718,7816,8342,"[[9718, 996, 167, 3642, 6274, 7816], np.float64(0.46715000000000007), np.int64(294), 6, 'Success']"
8438,1411,55894,"[[8438, 6423, 3292, 12325, 26, 1411], np.float64(112.1669), np.int64(168), 6, 'Failure']"
2418,8207,569434,"[[2418, 6562, 3974, 18, 10216, 91, 8207], np.float64(577.4940600000001), np.int64(400), 7, 'Failure']"
8077,3946,3816103,"[[8077, 855, 5965, 167, 8508, 3946], np.float64(824.2905099999999), np.int64(190), 6, 'Failure']"
6597,9262,12686799,"[[6597, 233, 175, 62, 9262], np.float64(211807.32020000002), np.int64(126), 5, 'Failure']"
12858,10090,7,"[[12858, 9795, 12325, 4433, 8301, 7218, 10090], np.float64(0.00389), np.int64(338), 7, 'Success']"
8959,456,74,"[[8959, 8768, 2, 456], np.float64(0.22941999999999999), np.int64(202), 4, 'Success']"
8697,4532,926,"[[8697, 320, 36, 3083, 4532], np.float64(1.00093), np.int64(296), 5, 'Success']"
6238,11974,1696,"[[6238, 6239, 233, 12325, 11837, 314, 12091, 11974], np.float64(25.20722), np.int64(350), 8, 'Success']"
11358,2678,44981,"[[11358, 6983, 167, 2678], np.float64(0.49479), np.int64(110), 4, 'Failure']"
3664,5039,928542,"[[3664, 1275, 18, 5039], np.float64(85.49749), np.int64(120), 4, 'Failure']"
7019,2304,4536521,"[[7019, 2270, 445, 3616, 3964, 2304], np.float64(2729.68036), np.int64(304), 6, 'Failure']"
12944,6631,11789205,"[[12944, 321, 167, 2255, 6631], np.float64(1310.61494), np.int64(264), 5, 'Failure']"
5031,9757,5,"[[5031, 314, 9757], np.float64(0.002), np.int64(184), 3, 'Success']"
11338,7033,21,"[[11338, 167, 6876, 855, 7033], np.float64(0.023119999999999998), np.int64(150), 5, 'Success']"
7280,1018,946,"[[7280, 21, 6079, 600, 1018], np.float64(3.8399), np.int64(160), 5, 'Success']"
1870,7557,9661,"[[1870, 175, 64, 6274, 7557], np.float64(2.78136), np.int64(242), 5, 'Success']"
6924,8288,14937,"[[6924, 3941, 12325, 1573, 1566, 207, 5489, 8288], np.float64(339.03504), np.int64(245), 8, 'Success']"
720,8507,296192,"[[720, 73, 177, 6228, 12768, 3928, 8507], np.float64(50.161500000000004), np.int64(218), 7, 'Failure']"
12876,211,1782546,"[[12876, 11588, 6090, 233, 576, 211], np.float64(195.64654000000002), np.int64(194), 6, 'Failure']"
12847,12302,12837153,"[[12847, 398, 692, 3292, 12325, 137, 167, 12119, 12302], np.float64(21198.87749), np.int64(288), 9, 'Failure']"
4420,1019,8,"[[4420, 173, 61, 600, 1019], np.float64(2.2744400000000002), np.int64(138), 5, 'Success']"
6507,2670,66,"[[6507, 6948, 167, 12325, 9314, 468, 10, 2670], np.float64(27.16997), np.int64(264), 8, 'Success']"
6430,12594,261,"[[6430, 1534, 167, 858, 609, 4438, 12594], np.float64(1.02688), np.int64(230), 7, 'Success']"
9611,1182,1351,"[[9611, 2584, 3292, 12325, 6200, 2232, 1139, 1182], np.float64(34.56515), np.int64(254), 8, 'Success']"
10932,1302,32125,"[[10932, 10294, 2223, 609, 6010, 600, 1302], np.float64(200.11717), np.int64(344), 7, 'Failure']"
6724,8349,224291,"[[6724, 233, 1067, 8349], np.float64(234.74003), np.int64(212), 4, 'Failure']"
6566,12206,2048312,"[[6566, 6234, 398, 11491, 12206], np.float64(919.7145800000001), np.int64(160), 5, 'Failure']"
9360,12773,24420611,"[[9360, 10484, 60, 12773], np.float64(2567.48142), np.int64(114), 4, 'Failure']"
9013,6316,6,"[[9013, 8768, 2223, 609, 2434, 83, 6316], np.float64(1.2315200000000002), np.int64(338), 7, 'Success']"
6889,5184,26,"[[6889, 6890, 5975, 3292, 12325, 10113, 4822, 5184], np.float64(1.04726), np.int64(358), 8, 'Success']"
9596,1558,666,"[[9596, 12325, 1559, 1435, 1557, 1558], np.float64(1.0740399999999999), np.int64(194), 6, 'Success']"
10576,2641,9901,"[[10576, 10294, 2223, 167, 12325, 1559, 2641], np.float64(31.30189), np.int64(338), 7, 'Success']"
10439,12883,99034,"[[10439, 8599, 207, 167, 2584, 12883], np.float64(108.20166000000002), np.int64(200), 6, 'Failure']"
6946,5718,542483,"[[6946, 73, 175, 70, 1806, 5718], np.float64(34.79913), np.int64(156), 6, 'Failure']"
8666,6745,1815068,"[[8666, 756, 3221, 6745], np.float64(5.63014), np.int64(120), 4, 'Failure']"
2938,5798,12267762,"[[2938, 12556, 173, 141, 5798], np.float64(690.24535), np.int64(138), 5, 'Failure']"
9328,4949,6,"[[9328, 10, 12325, 9314, 6079, 600, 4949], np.float64(26.04954), np.int64(224), 7, 'Success']"
2750,9304,45,"[[2750, 609, 5965, 6953, 2861, 9304], np.float64(0.0045), np.int64(200), 6, 'Success']"
7820,3279,658,"[[7820, 6274, 2, 1012, 3279], np.float64(3.0437600000000002), np.int64(242), 5, 'Success']"
9312,6979,3150,"[[9312, 9290, 8699, 4261, 12325, 6615, 5355, 3674, 5473, 6979], np.float64(3.65764), np.int64(354), 10, 'Failure']"
8643,3856,41103,"[[8643, 21, 6463, 167, 6876, 855, 3856], np.float64(46.344150000000006), np.int64(224), 7, 'Failure']"
4302,432,296469,"[[4302, 48, 11840, 432], np.float64(29.6469), np.int64(120), 4, 'Failure']"
254,4438,8057310,"[[254, 57, 175, 12325, 4438], np.float64(445.40205), np.int64(132), 5, 'Failure']"
6056,4777,14858438,"[[6056, 131, 9488, 3997, 4777], np.float64(3270.85961), np.int64(160), 5, 'Failure']"
9505,8285,10,"[[9505, 1965, 32, 8285], np.float64(2.005), np.int64(224), 4, 'Success']"
4857,11370,15,"[[4857, 12325, 11278, 11446, 11370], np.float64(25.00045), np.int64(154), 5, 'Success']"
795,5626,374,"[[795, 2223, 609, 36, 2173, 5626], np.float64(3.33662), np.int64(232), 6, 'Success']"
2727,2467,4319,"[[2727, 2, 2359, 930, 2467], np.float64(14.41196), np.int64(138), 5, 'Success']"
5643,3757,32291,"[[5643, 795, 4343, 1121, 167, 3190, 233, 3757], np.float64(30.94066), np.int64(576), 8, 'Failure']"
10171,3358,664727,"[[10171, 2877, 3358], np.float64(1.66473), np.int64(80), 3, 'Failure']"
3099,11067,1554301,"[[3099, 855, 3456, 11067], np.float64(313.41501), np.int64(120), 4, 'Failure']"
3977,1834,10163500,"[[3977, 177, 56, 613, 1834], np.float64(561.2425), np.int64(138), 5, 'Failure']"
4670,10881,8,"[[4670, 3083, 6274, 10881], np.float64(0.0), np.int64(328), 4, 'Success']"
12582,5858,19,"[[12582, 2633, 167, 3892, 3221, 6941, 5938, 5858], np.float64(2.0051499999999995), np.int64(374), 8, 'Success']"
1471,6050,812,"[[1471, 148, 4714, 6050], np.float64(1.27041), np.int64(120), 4, 'Success']"
10427,11939,3276,"[[10427, 10294, 2223, 167, 6876, 855, 8710, 11939], np.float64(14.614920000000001), np.int64(374), 8, 'Success']"
2874,12944,62655,"[[2874, 11178, 321, 12944], np.float64(42.54096), np.int64(120), 4, 'Failure']"
6304,12512,404144,"[[6304, 6184, 698, 12512], np.float64(407.66675), np.int64(120), 4, 'Failure']"
2382,2596,1900223,"[[2382, 3163, 2877, 2596], np.float64(165.41942), np.int64(100), 4, 'Failure']"
3188,11360,22102207,"[[3188, 207, 6184, 53, 177, 11360], np.float64(56549.59225), np.int64(178), 6, 'Failure']"
3946,9277,6,"[[3946, 18, 9277], np.float64(1.00001), np.int64(80), 3, 'Success']"
3086,334,59,"[[3086, 18, 6548, 6197, 334], np.float64(1.0024199999999999), np.int64(154), 5, 'Success']"
6880,326,950,"[[6880, 321, 326], np.float64(1.095), np.int64(184), 3, 'Success']"
1753,1164,5172,"[[1753, 1139, 1164], np.float64(15.516), np.int64(80), 3, 'Success']"
7873,12838,31311,"[[7873, 7218, 36, 12325, 12838], np.float64(10384.29523), np.int64(290), 5, 'Success']"
227,12409,120851,"[[227, 167, 6767, 12409], np.float64(10.063830000000001), np.int64(88), 4, 'Success']"
9809,8204,1740324,"[[9809, 10113, 12325, 667, 11, 2699, 8204], np.float64(1922.3975400000002), np.int64(234), 7, 'Failure']"
796,6413,12207751,"[[796, 614, 6413], np.float64(0.0), np.int64(80), 3, 'Failure']"
9500,5340,6,"[[9500, 64, 175, 167, 5340], np.float64(2.25034), np.int64(128), 5, 'Success']"
11136,9146,28,"[[11136, 11057, 6274, 8768, 9146], np.float64(0.0), np.int64(472), 5, 'Success']"
4088,1508,219,"[[4088, 32, 6010, 600, 1236, 1508], np.float64(1.7668300000000001), np.int64(304), 6, 'Success']"
4980,3355,9682,
8163,5913,19604,"[[8163, 855, 6010, 600, 1236, 5040, 5913], np.float64(64.77063), np.int64(240), 7, 'Failure']"
2764,156,419538,"[[2764, 6848, 612, 2, 6093, 333, 156], np.float64(212.88398999999998), np.int64(322), 7, 'Failure']"
4350,11277,2224305,"[[4350, 2359, 167, 11277], np.float64(14.345839999999999), np.int64(110), 4, 'Failure']"
154,3613,33668328,"[[154, 48, 175, 78, 3613], np.float64(5221.02624), np.int64(132), 5, 'Failure']"
8541,11713,10,"[[8541, 233, 6324, 1139, 663, 11713], np.float64(0.03796), np.int64(194), 6, 'Success']"
11843,6738,32,"[[11843, 61, 167, 6876, 855, 6738], np.float64(2.287), np.int64(184), 6, 'Success']"
780,7037,407,"[[780, 21, 6274, 7037], np.float64(1.00041), np.int64(224), 4, 'Success']"
4507,11647,9686,"[[4507, 1609, 9709, 12325, 11406, 11644, 11647], np.float64(3.02672), np.int64(234), 7, 'Success']"
3236,11449,56117,"[[3236, 609, 36, 11449], np.float64(1675.48389), np.int64(152), 4, 'Success']"
6335,9291,834259,"[[6335, 11837, 182, 9291], np.float64(14.34817), np.int64(120), 4, 'Failure']"
543,12875,9494761,"[[543, 167, 12875], np.float64(9.49476), np.int64(80), 3, 'Success']"
9865,3190,25939203,"[[9865, 55, 445, 3190], np.float64(8311.11584), np.int64(224), 4, 'Success']"
5552,1340,7,"[[5552, 2232, 1139, 1340], np.float64(3.0000000000000004e-05), np.int64(120), 4, 'Success']"
8053,3886,47,"[[8053, 233, 6324, 1139, 1059, 480, 3886], np.float64(0.1643), np.int64(234), 7, 'Success']"
2016,1937,613,"[[2016, 394, 1922, 1812, 609, 6020, 604, 6640, 1930, 1937], np.float64(4.192349999999999), np.int64(463), 10, 'Success']"
11026,3134,4947,"[[11026, 10294, 2223, 167, 3642, 3134], np.float64(19.05877), np.int64(294), 6, 'Success']"
6502,1011,77260,"[[6502, 5829, 1927, 12325, 3778, 1011], np.float64(10.498750000000001), np.int64(194), 6, 'Success']"
5003,3805,844655,"[[5003, 8624, 12325, 6134, 3805], np.float64(425.32941999999997), np.int64(154), 5, 'Failure']"
