Source,Target,Amount,LND1,LND2: c/300000.0,LND2: c/10.0
4013,11277,3538700,"[[4013, 5507, 12315, 3642, 167, 11277], 3546.7844800000003, 294, 6, 'Success']","[[4013, 5507, 12315, 11178, 167, 11277], 3546.7844800000003, 294, 6, 'Success']","[[4013, 5507, 12315, 11178, 167, 11277], 3546.7844800000003, 294, 6, 'Success']"
6724,64,11859092,"[[6724, 383, 855, 64], 10390.16794, 114, 4, 'Success']","[[6724, 383, 131, 10113, 18, 177, 64], 239.18231, 212, 7, 'Success']","[[6724, 383, 131, 10113, 18, 177, 64], 239.18231, 212, 7, 'Success']"
8683,2999,8,"[[8683, 167, 2999], 1e-05, 70, 3, 'Success']","[[8683, 167, 2999], 1e-05, 70, 3, 'Success']","[[8683, 167, 2999], 1e-05, 70, 3, 'Success']"
12619,1081,85,"[[12619, 609, 108, 1081], 0.051000000000000004, 100, 4, 'Success']","[[12619, 609, 858, 4090, 12325, 9709, 108, 1081], 0.04268, 254, 8, 'Success']","[[12619, 609, 858, 4090, 12325, 9709, 108, 1081], 0.04268, 254, 8, 'Success']"
10544,2913,234,,,
344,3891,4129,"[[344, 32, 3891], 3.06037, 184, 3, 'Success']","[[344, 32, 3891], 3.06037, 184, 3, 'Success']","[[344, 32, 3891], 3.06037, 184, 3, 'Success']"
7477,11539,31013,"[[7477, 7218, 3642, 167, 11539], 93.0701, 254, 5, 'Success']","[[7477, 7218, 3642, 167, 11539], 93.0701, 254, 5, 'Success']","[[7477, 7218, 3642, 167, 11539], 93.0701, 254, 5, 'Success']"
8330,9839,731794,"[[8330, 5471, 8065, 9839], 73.21762, 120, 4, 'Success']","[[8330, 8257, 18, 460, 9839], 2.7318, 160, 5, 'Success']","[[8330, 8257, 18, 460, 9839], 2.7318, 160, 5, 'Success']"
6621,3781,9785629,,,
6562,48,10300033,"[[6562, 2189, 612, 48], 22.60007, 120, 4, 'Success']","[[6562, 2189, 321, 48], 22.60007, 120, 4, 'Success']","[[6562, 2189, 321, 48], 22.60007, 120, 4, 'Success']"
11876,184,5,"[[11876, 12325, 9928, 184], 0.00034, 114, 4, 'Success']","[[11876, 12325, 9928, 184], 0.00034, 114, 4, 'Success']","[[11876, 12325, 9928, 184], 0.00034, 114, 4, 'Success']"
7402,8187,78,"[[7402, 7218, 254, 855, 11461, 8187], 0.25685, 304, 6, 'Success']","[[7402, 7218, 3277, 3928, 12768, 12157, 3372, 11045, 11046, 11461, 8187], 0.23909, 498, 11, 'Success']","[[7402, 7218, 3277, 3928, 12768, 12157, 3372, 11045, 11046, 11461, 8187], 0.23909, 498, 11, 'Success']"
9863,2969,972,"[[9863, 32, 2969], 1.48503, 184, 3, 'Success']","[[9863, 4353, 314, 11837, 12325, 1559, 2969], 0.01269, 316, 7, 'Success']","[[9863, 4353, 314, 11837, 12325, 1559, 2969], 0.01269, 316, 7, 'Success']"
1588,8267,7762,"[[1588, 609, 858, 18, 8267], 1.02328, 160, 5, 'Success']","[[1588, 609, 19, 2425, 18, 8267], 1.01552, 178, 6, 'Success']","[[1588, 609, 19, 2425, 18, 8267], 1.01552, 178, 6, 'Success']"
8753,1224,46400,"[[8753, 11205, 233, 84, 1224], 2.1856, 154, 5, 'Success']","[[8753, 11205, 233, 84, 1224], 2.1856, 154, 5, 'Success']","[[8753, 11205, 233, 84, 1224], 2.1856, 154, 5, 'Success']"
11297,5002,744013,"[[11297, 9893, 6043, 12157, 2654, 5002], 87.30685, 200, 6, 'Success']","[[11297, 9893, 6043, 2362, 8160, 167, 5002], 82.58627, 230, 7, 'Success']","[[11297, 9893, 6043, 2362, 8160, 167, 5002], 82.58627, 230, 7, 'Success']"
2513,2869,1247057,"[[2513, 855, 2433, 2869], 250.75872999999999, 114, 4, 'Success']","[[2513, 855, 131, 2433, 2869], 5.84118, 154, 5, 'Success']","[[2513, 855, 131, 2433, 2869], 5.84118, 154, 5, 'Success']"
3481,77,13919310,"[[3481, 73, 177, 55, 77], 767.81205, 116, 5, 'Success']","[[3481, 73, 177, 55, 77], 767.81205, 116, 5, 'Success']","[[3481, 73, 177, 55, 77], 767.81205, 116, 5, 'Success']"
11832,12773,8,"[[11832, 609, 19, 21, 12773], 1.0000200000000001, 138, 5, 'Success']","[[11832, 609, 19, 21, 12773], 1.0000200000000001, 138, 5, 'Success']","[[11832, 609, 19, 21, 12773], 1.0000200000000001, 138, 5, 'Success']"
3889,11178,82,"[[3889, 207, 167, 11178], 0.03582, 110, 4, 'Success']","[[3889, 207, 1566, 1573, 167, 11178], 0.00172, 180, 6, 'Success']","[[3889, 207, 1566, 1573, 167, 11178], 0.00172, 180, 6, 'Success']"
3012,7146,669,"[[3012, 3065, 6274, 7146], 0.50335, 218, 4, 'Success']","[[3012, 855, 6876, 167, 2223, 6274, 7146], 0.00469, 328, 7, 'Success']","[[3012, 855, 6876, 167, 2223, 6274, 7146], 0.00469, 328, 7, 'Success']"
3074,8537,2577,"[[3074, 6562, 10551, 609, 5581, 8537], 2.2887399999999998, 200, 6, 'Success']","[[3074, 6562, 8723, 12325, 5454, 609, 5581, 8537], 2.26296, 274, 8, 'Success']","[[3074, 6562, 8723, 12325, 5454, 609, 5581, 8537], 2.26296, 274, 8, 'Success']"
6148,2911,66997,"[[6148, 2, 321, 67, 2911], 48.545719999999996, 138, 5, 'Success']","[[6148, 2232, 7042, 12325, 173, 67, 2911], 47.47868, 212, 7, 'Success']","[[6148, 2232, 7042, 12325, 173, 67, 2911], 47.47868, 212, 7, 'Success']"
619,10623,708989,"[[619, 445, 12445, 10623], 3152.45926, 122, 4, 'Success']","[[619, 445, 12445, 10623], 3152.45926, 122, 4, 'Success']","[[619, 445, 12445, 10623], 3152.45926, 122, 4, 'Success']"
853,12215,4843015,"[[853, 10484, 855, 12215], 1454.00136, 114, 4, 'Success']","[[853, 10484, 855, 12215], 1454.00136, 114, 4, 'Success']","[[853, 10484, 855, 12215], 1454.00136, 114, 4, 'Success']"
869,12148,10880584,"[[869, 321, 855, 12148], 2187.9995599999997, 114, 4, 'Success']","[[869, 321, 3292, 3642, 167, 12148], 22.76117, 174, 6, 'Success']","[[869, 321, 3292, 3642, 167, 12148], 22.76117, 174, 6, 'Success']"
4028,10333,9,,,
5034,4579,86,"[[5034, 855, 6785, 3083, 4579], 0.0172, 264, 5, 'Success']","[[5034, 855, 6876, 167, 5965, 3083, 4579], 0.00061, 334, 7, 'Success']","[[5034, 855, 6876, 167, 5965, 3083, 4579], 0.00061, 334, 7, 'Success']"
472,439,457,"[[472, 32, 439], 1.22804, 184, 3, 'Success']","[[472, 11628, 4261, 4792, 167, 1059, 600, 4863, 439], 0.01097, 310, 9, 'Success']","[[472, 11628, 4261, 4792, 167, 1059, 600, 4863, 439], 0.01097, 310, 9, 'Success']"
3392,9971,5498,"[[3392, 600, 6184, 7218, 9971], 0.54399, 264, 5, 'Success']","[[3392, 600, 6079, 9314, 12325, 36, 7218, 9971], 0.01649, 400, 8, 'Success']","[[3392, 600, 6079, 9314, 12325, 36, 7218, 9971], 0.01649, 400, 8, 'Success']"
5454,6764,43535,"[[5454, 167, 8508, 6764], 0.26122, 110, 4, 'Success']","[[5454, 12325, 5965, 3297, 6764], 0.04454, 154, 5, 'Success']","[[5454, 12325, 5965, 3297, 6764], 0.04454, 154, 5, 'Success']"
9321,1291,378175,"[[9321, 9594, 233, 6678, 1291], 519.05879, 154, 5, 'Success']","[[9321, 6089, 8570, 9808, 11742, 11746, 167, 6722, 6455, 1291], 5.02543, 360, 10, 'Success']","[[9321, 6089, 8570, 9808, 11742, 11746, 167, 6722, 6455, 1291], 5.02543, 360, 10, 'Success']"
107,1511,5065487,"[[107, 53, 576, 1511], 286.91761, 114, 4, 'Success']","[[107, 53, 175, 50, 1511], 280.85178, 110, 5, 'Success']","[[107, 53, 175, 50, 1511], 280.85178, 110, 5, 'Success']"
8448,2177,12755567,,,
11471,8909,8,"[[11471, 21, 8768, 8909], 1.00001, 224, 4, 'Success']","[[11471, 21, 8768, 8909], 1.00001, 224, 4, 'Success']","[[11471, 21, 8768, 8909], 1.00001, 224, 4, 'Success']"
7832,6391,92,"[[7832, 7218, 3642, 167, 6391], 0.27609, 254, 5, 'Success']","[[7832, 7218, 3277, 3928, 12768, 6391], 0.276, 304, 6, 'Success']","[[7832, 7218, 3277, 3928, 12768, 6391], 0.276, 304, 6, 'Success']"
12312,6134,121,"[[12312, 2967, 293, 6134], 0.0009699999999999999, 120, 4, 'Success']","[[12312, 12768, 10113, 12325, 6134], 0.0, 154, 5, 'Success']","[[12312, 12768, 10113, 12325, 6134], 0.0, 154, 5, 'Success']"
12681,8407,2268,"[[12681, 1906, 2622, 314, 8407], 1.80261, 264, 5, 'Success']","[[12681, 1906, 5307, 4714, 6011, 6010, 1559, 12325, 10113, 12768, 11178, 8407], 1.33134, 434, 12, 'Success']","[[12681, 1906, 5307, 4714, 6011, 6010, 1559, 12325, 10113, 12768, 11178, 8407], 1.33134, 434, 12, 'Success']"
11287,6432,93802,"[[11287, 5899, 12325, 6688, 6432], 1.1876000000000002, 258, 5, 'Success']","[[11287, 5899, 12325, 3292, 6708, 6432], 0.46901, 278, 6, 'Success']","[[11287, 5899, 12325, 3292, 6708, 6432], 0.46901, 278, 6, 'Success']"
2357,6376,298901,"[[2357, 32, 6376], 150.1516, 184, 3, 'Success']","[[2357, 32, 6376], 150.1516, 184, 3, 'Success']","[[2357, 32, 6376], 150.1516, 184, 3, 'Success']"
225,11373,4196835,,,
2603,1659,82913389,"[[2603, 12315, 321, 1659], 91214.02024, 328, 4, 'Success']","[[2603, 12315, 445, 1659], 82997.3863, 224, 4, 'Success']","[[2603, 12315, 445, 1659], 82997.3863, 224, 4, 'Success']"
3366,6059,7,"[[3366, 5583, 6059], 0.0, 80, 3, 'Success']","[[3366, 5583, 6059], 0.0, 80, 3, 'Success']","[[3366, 5583, 6059], 0.0, 80, 3, 'Success']"
6948,5211,61,"[[6948, 855, 5211], 0.0122, 80, 3, 'Success']","[[6948, 855, 5211], 0.0122, 80, 3, 'Success']","[[6948, 855, 5211], 0.0122, 80, 3, 'Success']"
12023,6842,158,"[[12023, 609, 2425, 32, 6843, 6842], 2.07966, 304, 6, 'Success']","[[12023, 609, 2425, 32, 6843, 6842], 2.07966, 304, 6, 'Success']","[[12023, 609, 2425, 32, 6843, 6842], 2.07966, 304, 6, 'Success']"
4778,6793,5975,"[[4778, 32, 6793], 3.98152, 184, 3, 'Success']","[[4778, 3974, 8733, 6200, 12325, 48, 6793], 0.5975, 234, 7, 'Success']","[[4778, 3974, 8733, 6200, 12325, 48, 6793], 0.5975, 234, 7, 'Success']"
12321,500,63769,"[[12321, 149, 2537, 500], 1.97784, 224, 4, 'Success']","[[12321, 149, 3414, 21, 500], 1.12854, 264, 5, 'Success']","[[12321, 149, 3414, 21, 500], 1.12854, 264, 5, 'Success']"
884,10217,889909,"[[884, 321, 12157, 10217], 16.23856, 120, 4, 'Success']","[[884, 167, 10339, 12325, 612, 10217], 2.77982, 178, 6, 'Success']","[[884, 167, 10339, 12325, 612, 10217], 2.77982, 178, 6, 'Success']"
12325,4094,1273880,"[[12325, 321, 4094], 128.388, 178, 3, 'Success']","[[12325, 2938, 609, 4094], 3.8216399999999995, 114, 4, 'Success']","[[12325, 2938, 609, 4094], 3.8216399999999995, 114, 4, 'Success']"
32,71,77281067,"[[32, 71], 0, 144, 2, 'Success']","[[32, 71], 0, 144, 2, 'Success']","[[32, 71], 0, 144, 2, 'Success']"
12328,5282,5,"[[12328, 91, 2702, 26, 21, 5282], 1.10314, 354, 6, 'Success']","[[12328, 91, 2047, 167, 6463, 21, 5282], 1.1006200000000002, 384, 7, 'Success']","[[12328, 91, 2047, 167, 6463, 21, 5282], 1.1006200000000002, 384, 7, 'Success']"
1055,6785,30,"[[1055, 634, 1579, 6631, 6785], 5.032430000000001, 154, 5, 'Success']","[[1055, 634, 6467, 3099, 12325, 4090, 6785], 5.03, 234, 7, 'Success']","[[1055, 634, 6467, 3099, 12325, 4090, 6785], 5.03, 234, 7, 'Success']"
6434,4471,708,"[[6434, 6395, 48, 2223, 3083, 4471], 2.0715100000000004, 304, 6, 'Success']","[[6434, 6395, 48, 8688, 3083, 4471], 2.0715100000000004, 304, 6, 'Success']","[[6434, 6395, 48, 8688, 3083, 4471], 2.0715100000000004, 304, 6, 'Success']"
10899,10501,1238,"[[10899, 7218, 8301, 4433, 10501], 3.7276599999999998, 264, 5, 'Success']","[[10899, 7218, 3277, 3928, 12768, 10164, 10501], 3.714, 344, 7, 'Success']","[[10899, 7218, 3277, 3928, 12768, 10164, 10501], 3.714, 344, 7, 'Success']"
5157,10336,31338,"[[5157, 4822, 2633, 360, 10336], 95.95998999999999, 258, 5, 'Success']","[[5157, 4822, 19, 215, 1919, 360, 10336], 95.1113, 316, 7, 'Success']","[[5157, 4822, 19, 215, 1919, 360, 10336], 95.1113, 316, 7, 'Success']"
2508,3286,741885,"[[2508, 177, 59, 3286], 43.05368, 92, 4, 'Success']","[[2508, 177, 59, 3286], 43.05368, 92, 4, 'Success']","[[2508, 177, 59, 3286], 43.05368, 92, 4, 'Success']"
2176,5508,5234694,,,
2622,6724,14275777,"[[2622, 321, 445, 3292, 6724], 44.82738, 140, 5, 'Success']","[[2622, 321, 445, 3292, 6724], 44.82738, 140, 5, 'Success']","[[2622, 321, 445, 3292, 6724], 44.82738, 140, 5, 'Success']"
11897,8728,9,"[[11897, 36, 600, 8728], 0.027, 152, 4, 'Success']","[[11897, 29, 12325, 1573, 1566, 2, 8728], 0.00092, 202, 7, 'Success']","[[11897, 29, 12325, 1573, 1566, 2, 8728], 0.00092, 202, 7, 'Success']"
3206,5884,89,"[[3206, 3083, 2, 7, 5884], 1.16869, 232, 5, 'Success']","[[3206, 3083, 2706, 609, 2425, 7, 5884], 1.1597600000000001, 334, 7, 'Success']","[[3206, 3083, 2706, 609, 2425, 7, 5884], 1.1597600000000001, 334, 7, 'Success']"
1062,8471,920,"[[1062, 600, 6010, 855, 8471], 0.18676, 160, 5, 'Success']","[[1062, 600, 6079, 9314, 12325, 167, 4682, 8471], 0.047839999999999994, 248, 8, 'Success']","[[1062, 600, 6079, 9314, 12325, 167, 4682, 8471], 0.047839999999999994, 248, 8, 'Success']"
3369,4591,6503,"[[3369, 9809, 21, 4590, 4591], 3.07805, 160, 5, 'Success']","[[3369, 9809, 21, 4590, 4591], 3.07805, 160, 5, 'Success']","[[3369, 9809, 21, 4590, 4591], 3.07805, 160, 5, 'Success']"
12475,12151,25372,"[[12475, 1609, 9709, 12325, 12151], 1.02537, 154, 5, 'Success']","[[12475, 21, 11827, 12325, 12151], 1.02537, 154, 5, 'Success']","[[12475, 21, 11827, 12325, 12151], 1.02537, 154, 5, 'Success']"
3299,3280,835213,"[[3299, 6814, 10065, 445, 194, 3280], 210.65542, 304, 6, 'Success']","[[3299, 6814, 10065, 321, 11837, 167, 194, 3280], 128.7922, 248, 8, 'Success']","[[3299, 6814, 10065, 321, 11837, 167, 194, 3280], 128.7922, 248, 8, 'Success']"
2874,6695,2818934,"[[2874, 32, 5289, 6695], 4226.16888, 224, 4, 'Success']","[[2874, 152, 2727, 2124, 167, 632, 6695], 21.45684, 230, 7, 'Success']","[[2874, 152, 2727, 2124, 167, 632, 6695], 21.45684, 230, 7, 'Success']"
6184,1236,19381759,"[[6184, 321, 60, 1236], 1088.62958, 120, 4, 'Success']","[[6184, 321, 60, 1236], 1088.62958, 120, 4, 'Success']","[[6184, 321, 60, 1236], 1088.62958, 120, 4, 'Success']"
5136,9295,5,"[[5136, 233, 11607, 609, 9295], 0.00054, 154, 5, 'Success']","[[5136, 4433, 12325, 5454, 609, 9295], 0.0005, 194, 6, 'Success']","[[5136, 4433, 12325, 5454, 609, 9295], 0.0005, 194, 6, 'Success']"
8061,3345,34,"[[8061, 2605, 3374, 2537, 1139, 3345], 0.10643, 200, 6, 'Success']","[[8061, 2605, 8475, 8756, 12157, 5027, 4277, 5199, 6324, 1139, 3345], 0.10209, 400, 11, 'Success']","[[8061, 2605, 8475, 8756, 12157, 5027, 4277, 5199, 6324, 1139, 3345], 0.10209, 400, 11, 'Success']"
7539,12356,379,"[[7539, 3083, 2537, 48, 12356], 1.17882, 264, 5, 'Success']","[[7539, 3083, 5965, 12325, 48, 12356], 1.17501, 298, 6, 'Success']","[[7539, 3083, 5965, 12325, 48, 12356], 1.17501, 298, 6, 'Success']"
6395,8165,5032,"[[6395, 48, 11267, 8165], 1.50833, 120, 4, 'Success']","[[6395, 48, 11267, 8165], 1.50833, 120, 4, 'Success']","[[6395, 48, 11267, 8165], 1.50833, 120, 4, 'Success']"
3070,12190,10300,"[[3070, 2562, 8782, 12190], 1.0824099999999999, 110, 4, 'Success']","[[3070, 4090, 12325, 3292, 10129, 8782, 12190], 1.0103, 204, 7, 'Success']","[[3070, 4090, 12325, 3292, 10129, 8782, 12190], 1.0103, 204, 7, 'Success']"
6391,1153,200960,"[[6391, 167, 32, 1153], 101.4801, 214, 4, 'Success']","[[6391, 167, 32, 1153], 101.4801, 214, 4, 'Success']","[[6391, 167, 32, 1153], 101.4801, 214, 4, 'Success']"
2878,8119,1255398,"[[2878, 612, 6057, 547, 8119], 545.58842, 540, 5, 'Success']","[[2878, 612, 8683, 21, 4379, 10449, 10153, 8110, 8353, 8119], 12.277009999999999, 360, 10, 'Success']","[[2878, 612, 8683, 21, 4379, 10449, 10153, 8110, 8353, 8119], 12.277009999999999, 360, 10, 'Success']"
7396,794,19989178,"[[7396, 445, 698, 794], 21992.09482, 224, 4, 'Success']","[[7396, 445, 321, 6184, 698, 794], 20132.7424, 200, 6, 'Success']","[[7396, 445, 321, 6184, 698, 794], 20132.7424, 200, 6, 'Success']"
9692,10691,2,"[[9692, 32, 3520, 10294, 10691], 1.0010899999999998, 368, 5, 'Success']","[[9692, 32, 167, 2223, 10294, 10691], 1.001, 398, 6, 'Success']","[[9692, 32, 167, 2223, 10294, 10691], 1.001, 398, 6, 'Success']"
7973,5925,92,,,
1352,6828,391,"[[1352, 609, 254, 185, 6828], 0.05591, 154, 5, 'Success']","[[1352, 609, 2425, 723, 185, 6828], 0.045360000000000004, 188, 6, 'Success']","[[1352, 609, 2425, 723, 185, 6828], 0.045360000000000004, 188, 6, 'Success']"
2418,9194,8501,"[[2418, 2946, 2223, 8768, 9194], 1.0, 264, 5, 'Success']","[[2418, 1892, 9338, 12325, 10113, 8768, 9194], 0.88501, 330, 7, 'Success']","[[2418, 1892, 9338, 12325, 10113, 8768, 9194], 0.88501, 330, 7, 'Success']"
12670,3973,45973,"[[12670, 2597, 124, 4017, 3973], 64.31228, 342, 5, 'Success']","[[12670, 2597, 12325, 1573, 1566, 21, 3699, 3973], 48.71031, 446, 8, 'Success']","[[12670, 2597, 12325, 1573, 1566, 21, 3699, 3973], 48.71031, 446, 8, 'Success']"
227,68,130155,"[[227, 68], 0, 40, 2, 'Success']","[[227, 68], 0, 40, 2, 'Success']","[[227, 68], 0, 40, 2, 'Success']"
11852,11410,1084284,"[[11852, 2366, 173, 67, 11410], 604.05856, 138, 5, 'Success']","[[11852, 2366, 12891, 11729, 3093, 4433, 18, 11410], 544.2273200000001, 280, 8, 'Success']","[[11852, 2366, 12891, 11729, 3093, 4433, 18, 11410], 544.2273200000001, 280, 8, 'Success']"
4196,150,10402128,"[[4196, 57, 175, 70, 150], 574.36704, 116, 5, 'Success']","[[4196, 57, 175, 70, 150], 574.36704, 116, 5, 'Success']","[[4196, 57, 175, 70, 150], 574.36704, 116, 5, 'Success']"
10268,6498,1,"[[10268, 32, 11837, 6498], 1.0005, 202, 4, 'Success']","[[10268, 2651, 12067, 167, 8508, 6764, 6498], 1.00015, 224, 7, 'Success']","[[10268, 2651, 12067, 167, 8508, 6764, 6498], 1.00015, 224, 7, 'Success']"
5591,6255,26,"[[5591, 3187, 9996, 855, 6255], 0.0098, 160, 5, 'Success']","[[5591, 3285, 4353, 480, 3221, 3892, 6011, 855, 6255], 0.005319999999999998, 320, 9, 'Success']","[[5591, 3285, 4353, 480, 3221, 3892, 6011, 855, 6255], 0.005319999999999998, 320, 9, 'Success']"
6595,7162,316,"[[6595, 6566, 2, 6274, 7162], 1.00032, 242, 5, 'Success']","[[6595, 6566, 2, 6274, 7162], 1.00032, 242, 5, 'Success']","[[6595, 6566, 2, 6274, 7162], 1.00032, 242, 5, 'Success']"
851,3505,7055,"[[851, 634, 9281, 609, 3505], 12.062069999999999, 160, 5, 'Success']","[[851, 634, 2706, 609, 3505], 12.062069999999999, 160, 5, 'Success']","[[851, 634, 2706, 609, 3505], 12.062069999999999, 160, 5, 'Success']"
10219,6206,48925,"[[10219, 2877, 6470, 609, 6206], 5.94143, 141, 5, 'Success']","[[10219, 2877, 6470, 609, 5030, 6337, 6206], 2.2446399999999995, 221, 7, 'Success']","[[10219, 2877, 6470, 609, 5030, 6337, 6206], 2.2446399999999995, 221, 7, 'Success']"
9675,620,234323,"[[9675, 855, 11611, 620], 48.036449999999995, 120, 4, 'Success']","[[9675, 3221, 3892, 6011, 6010, 1559, 12325, 11611, 620], 1.6402600000000003, 314, 9, 'Success']","[[9675, 3221, 3892, 6011, 6010, 1559, 12325, 11611, 620], 1.6402600000000003, 314, 9, 'Success']"
6951,107,5173571,"[[6951, 57, 175, 53, 107], 286.7964, 116, 5, 'Success']","[[6951, 57, 175, 53, 107], 286.7964, 116, 5, 'Success']","[[6951, 57, 175, 53, 107], 286.7964, 116, 5, 'Success']"
12238,6504,35218686,"[[12238, 12325, 6722, 321, 55, 6504], 32099.6081, 194, 6, 'Success']","[[12238, 12325, 6722, 141, 177, 55, 6504], 17972.77942, 190, 7, 'Success']","[[12238, 12325, 6722, 141, 177, 55, 6504], 17972.77942, 190, 7, 'Success']"
6672,3431,9,"[[6672, 6337, 855, 3431], 0.00182, 120, 4, 'Success']","[[6672, 6337, 855, 3431], 0.00182, 120, 4, 'Success']","[[6672, 6337, 855, 3431], 0.00182, 120, 4, 'Success']"
8066,5479,69,"[[8066, 36, 4822, 5479], 0.0, 256, 4, 'Success']","[[8066, 36, 4822, 5479], 0.0, 256, 4, 'Success']","[[8066, 36, 4822, 5479], 0.0, 256, 4, 'Success']"
10170,482,166,"[[10170, 609, 2425, 18, 481, 482], 2.00051, 200, 6, 'Success']","[[10170, 609, 2425, 18, 481, 482], 2.00051, 200, 6, 'Success']","[[10170, 609, 2425, 18, 481, 482], 2.00051, 200, 6, 'Success']"
868,4816,6282,"[[868, 2537, 3742, 4816], 0.3141, 114, 4, 'Success']","[[868, 36, 600, 6079, 9314, 12325, 3093, 12157, 4816], 0.01885, 336, 9, 'Success']","[[868, 36, 600, 6079, 9314, 12325, 3093, 12157, 4816], 0.01885, 336, 9, 'Success']"
3917,3905,22474,"[[3917, 32, 3905], 12.21453, 184, 3, 'Success']","[[3917, 2662, 1567, 2, 36, 1139, 3905], 0.13789, 250, 7, 'Success']","[[3917, 2662, 1567, 2, 36, 1139, 3905], 0.13789, 250, 7, 'Success']"
10279,11298,137147,,,
5973,11181,2037092,,,
4338,4742,14078219,"[[4338, 445, 55, 4742], 3121.28951, 120, 4, 'Success']","[[4338, 445, 55, 4742], 3121.28951, 120, 4, 'Success']","[[4338, 445, 55, 4742], 3121.28951, 120, 4, 'Success']"
10460,8388,4,"[[10460, 10464, 855, 8388], 0.0008, 120, 4, 'Success']","[[10460, 10464, 12325, 167, 1471, 8388], 0.0, 184, 6, 'Success']","[[10460, 10464, 12325, 167, 1471, 8388], 0.0, 184, 6, 'Success']"
1678,5421,15,"[[1678, 919, 547, 4822, 5421], 0.05014, 644, 5, 'Success']","[[1678, 919, 801, 2680, 600, 6079, 4822, 5421], 6e-05, 384, 8, 'Success']","[[1678, 919, 801, 2680, 600, 6079, 4822, 5421], 6e-05, 384, 8, 'Success']"
8038,1046,898,"[[8038, 7977, 6562, 3974, 600, 1046], 4.695799999999999, 200, 6, 'Success']","[[8038, 7977, 6562, 3974, 600, 1046], 4.695799999999999, 200, 6, 'Success']","[[8038, 7977, 6562, 3974, 600, 1046], 4.695799999999999, 200, 6, 'Success']"
3189,9680,3046,"[[3189, 36, 600, 9680], 9.138, 152, 4, 'Success']","[[3189, 36, 600, 9680], 9.138, 152, 4, 'Success']","[[3189, 36, 600, 9680], 9.138, 152, 4, 'Success']"
4100,8105,35569,"[[4100, 5568, 5548, 612, 8105], 18.15457, 264, 5, 'Success']","[[4100, 5568, 6935, 9338, 12325, 612, 8105], 1.4664100000000002, 324, 7, 'Success']","[[4100, 5568, 6935, 9338, 12325, 612, 8105], 1.4664100000000002, 324, 7, 'Success']"
8390,12775,368656,"[[8390, 2081, 124, 12775], 86.15962, 120, 4, 'Success']","[[8390, 2081, 3974, 8733, 9416, 55, 62, 12775], 23.89476, 258, 8, 'Success']","[[8390, 2081, 3974, 8733, 9416, 55, 62, 12775], 23.89476, 258, 8, 'Success']"
6859,11853,4049841,"[[6859, 12325, 167, 321, 11853], 9.099689999999999, 144, 5, 'Success']","[[6859, 12325, 3292, 9510, 2909, 11853], 6.03984, 194, 6, 'Success']","[[6859, 12325, 3292, 9510, 2909, 11853], 6.03984, 194, 6, 'Success']"
320,1834,18742126,"[[320, 73, 175, 71, 614, 1834], 1033.06693, 156, 6, 'Success']","[[320, 73, 175, 71, 614, 1834], 1033.06693, 156, 6, 'Success']","[[320, 73, 175, 71, 614, 1834], 1033.06693, 156, 6, 'Success']"
3865,1993,10,"[[3865, 8454, 6781, 609, 1993], 0.00051, 160, 5, 'Success']","[[3865, 855, 6876, 6781, 609, 1993], 7.000000000000001e-05, 200, 6, 'Success']","[[3865, 855, 6876, 6781, 609, 1993], 7.000000000000001e-05, 200, 6, 'Success']"
12138,7094,30,"[[12138, 609, 2223, 6274, 7094], 3e-05, 264, 5, 'Success']","[[12138, 609, 2223, 6274, 7094], 3e-05, 264, 5, 'Success']","[[12138, 609, 2223, 6274, 7094], 3e-05, 264, 5, 'Success']"
6890,364,867,"[[6890, 5975, 612, 364], 1.26127, 120, 4, 'Success']","[[6890, 1804, 600, 6219, 314, 10801, 364], 0.008069999999999999, 344, 7, 'Success']","[[6890, 1804, 600, 6219, 314, 10801, 364], 0.008069999999999999, 344, 7, 'Success']"
