Source,Target,Amount,LND1,LND2: c/300000.0,LND2: c/10.0
3221,6127,1230971,"[[3221, 6745, 6127], 355.75062, 80, 3, 'Success']","[[3221, 695, 84, 12325, 6722, 6127], 3.4619400000000002, 194, 6, 'Success']","[[3221, 695, 84, 12325, 6722, 6127], 3.4619400000000002, 194, 6, 'Success']"
2603,4792,13616936,"[[2603, 12315, 4792], 13616.936, 184, 3, 'Success']","[[2603, 855, 8260, 167, 55, 173, 59, 11578, 4792], 2099.34564, 256, 9, 'Success']","[[2603, 855, 8260, 167, 55, 173, 59, 11578, 4792], 2099.34564, 256, 9, 'Success']"
11957,6892,8,"[[11957, 56, 2, 32, 6892], 3.25449, 242, 5, 'Success']","[[11957, 56, 173, 59, 2605, 9526, 2350, 6846, 6892], 3.25096, 276, 9, 'Success']","[[11957, 56, 173, 59, 2605, 9526, 2350, 6846, 6892], 3.25096, 276, 9, 'Success']"
156,8894,95,"[[156, 333, 6093, 2, 8768, 8894], 0.2501, 276, 6, 'Success']","[[156, 333, 6093, 2, 8768, 8894], 0.2501, 276, 6, 'Success']","[[156, 333, 6093, 2, 8768, 8894], 0.2501, 276, 6, 'Success']"
3004,4640,742,"[[3004, 2441, 602, 894, 4640], 1.5520999999999998, 154, 5, 'Success']","[[3004, 2441, 6557, 12325, 5965, 6953, 2861, 4640], 0.0, 274, 8, 'Success']","[[3004, 2441, 6557, 12325, 5965, 6953, 2861, 4640], 0.0, 274, 8, 'Success']"
398,5493,2051,"[[398, 5361, 3356, 5493], 1.3272, 120, 4, 'Success']","[[398, 3892, 6011, 3356, 5493], 0.49839, 160, 5, 'Success']","[[398, 3892, 6011, 3356, 5493], 0.49839, 160, 5, 'Success']"
2825,11830,15603,"[[2825, 1139, 3832, 167, 11830], 0.21844, 150, 5, 'Success']","[[2825, 1139, 2232, 7042, 167, 11830], 0.06240999999999999, 190, 6, 'Success']","[[2825, 1139, 2232, 7042, 167, 11830], 0.06240999999999999, 190, 6, 'Success']"
3137,2081,396593,"[[3137, 2, 2359, 2081], 42.642559999999996, 98, 4, 'Success']","[[3137, 3281, 609, 1875, 2081], 2.19077, 160, 5, 'Success']","[[3137, 3281, 609, 1875, 2081], 2.19077, 160, 5, 'Success']"
9817,1034,4111796,"[[9817, 313, 8238, 612, 1034], 1651.9559, 160, 5, 'Success']","[[9817, 313, 3189, 18, 8356, 612, 1034], 432.62876, 240, 7, 'Success']","[[9817, 313, 3189, 18, 8356, 612, 1034], 432.62876, 240, 7, 'Success']"
5295,537,10079865,"[[5295, 612, 537], 11.07986, 80, 3, 'Success']","[[5295, 612, 537], 11.07986, 80, 3, 'Success']","[[5295, 612, 537], 11.07986, 80, 3, 'Success']"
6800,9619,9,"[[6800, 2, 194, 167, 9619], 0.00091, 128, 5, 'Success']","[[6800, 2, 36, 609, 858, 167, 9619], 3.0000000000000004e-05, 240, 7, 'Success']","[[6800, 2, 36, 609, 858, 167, 9619], 3.0000000000000004e-05, 240, 7, 'Success']"
2100,9927,57,"[[2100, 2081, 2537, 3400, 9751, 9808, 9915, 9927], 0.20942000000000002, 274, 8, 'Success']","[[2100, 2081, 19, 215, 137, 12325, 11848, 11312, 9808, 9915, 9927], 0.19971, 370, 11, 'Success']","[[2100, 2081, 19, 215, 137, 12325, 11848, 11312, 9808, 9915, 9927], 0.19971, 370, 11, 'Success']"
343,6072,181,"[[343, 167, 6983, 6975, 6072], 0.12272000000000001, 144, 5, 'Success']","[[343, 167, 9472, 6797, 1842, 6975, 6072], 0.12236, 224, 7, 'Success']","[[343, 167, 9472, 6797, 1842, 6975, 6072], 0.12236, 224, 7, 'Success']"
10309,1087,7392,"[[10309, 3837, 2861, 233, 1927, 1087], 0.55174, 194, 6, 'Success']","[[10309, 3837, 2861, 7042, 12325, 1927, 1087], 0.51478, 234, 7, 'Success']","[[10309, 3837, 2861, 7042, 12325, 1927, 1087], 0.51478, 234, 7, 'Success']"
9918,6011,86531,"[[9918, 855, 6011], 17.3062, 80, 3, 'Success']","[[9918, 855, 6876, 167, 3892, 6011], 0.69225, 190, 6, 'Success']","[[9918, 855, 6876, 167, 3892, 6011], 0.69225, 190, 6, 'Success']"
9264,12767,161985,"[[9264, 9262, 62, 12775, 12768, 12767], 14.29319, 200, 6, 'Success']","[[9264, 9262, 5048, 137, 12325, 10113, 12768, 12767], 1.9719200000000001, 284, 8, 'Success']","[[9264, 9262, 5048, 137, 12325, 10113, 12768, 12767], 1.9719200000000001, 284, 8, 'Success']"
2173,6032,4003036,"[[2173, 398, 351, 277, 6032], 414.31402, 148, 5, 'Success']","[[2173, 398, 10065, 445, 12236, 277, 6032], 143.10693000000003, 234, 7, 'Success']","[[2173, 398, 10065, 445, 12236, 277, 6032], 143.10693000000003, 234, 7, 'Success']"
28,11635,13350487,,,
7678,9767,5,"[[7678, 6274, 3642, 167, 9767], 0.015, 254, 5, 'Success']","[[7678, 6274, 3642, 167, 9767], 0.015, 254, 5, 'Success']","[[7678, 6274, 3642, 167, 9767], 0.015, 254, 5, 'Success']"
3494,6059,53,"[[3494, 8168, 3742, 6059], 0.00207, 114, 4, 'Success']","[[3494, 7042, 12325, 5583, 6059], 0.0, 154, 5, 'Success']","[[3494, 7042, 12325, 5583, 6059], 0.0, 154, 5, 'Success']"
9294,6475,367,"[[9294, 222, 42, 6475], 0.42447, 122, 4, 'Success']","[[9294, 222, 11837, 12325, 5965, 6953, 2861, 6475], 0.367, 252, 8, 'Success']","[[9294, 222, 11837, 12325, 5965, 6953, 2861, 6475], 0.367, 252, 8, 'Success']"
2932,3418,6118,"[[2932, 996, 6020, 609, 3418], 0.31202, 160, 5, 'Success']","[[2932, 996, 167, 2706, 609, 3418], 0.04283, 190, 6, 'Success']","[[2932, 996, 167, 2706, 609, 3418], 0.04283, 190, 6, 'Success']"
83,2188,80115,"[[83, 9928, 18, 2188], 1.4807, 114, 4, 'Success']","[[83, 2, 23, 18, 2188], 1.16024, 236, 5, 'Success']","[[83, 2, 23, 18, 2188], 1.16024, 236, 5, 'Success']"
11748,6942,966417,"[[11748, 4261, 32, 6942], 555.7596, 224, 4, 'Success']","[[11748, 4261, 11628, 11630, 32, 6942], 483.24208, 304, 6, 'Success']","[[11748, 4261, 11628, 11630, 32, 6942], 483.24208, 304, 6, 'Success']"
12686,3286,1446319,"[[12686, 4784, 5855, 59, 3286], 1024.06704, 264, 5, 'Success']","[[12686, 4784, 4777, 12325, 173, 59, 3286], 805.99794, 316, 7, 'Success']","[[12686, 4784, 4777, 12325, 173, 59, 3286], 805.99794, 316, 7, 'Success']"
2597,8749,38706534,"[[2597, 70, 173, 57, 8749], 2131.10937, 298, 5, 'Success']","[[2597, 70, 173, 57, 8749], 2131.10937, 298, 5, 'Success']","[[2597, 70, 173, 57, 8749], 2131.10937, 298, 5, 'Success']"
2346,9761,1,"[[2346, 1067, 2425, 609, 9761], 0.0011, 264, 5, 'Success']","[[2346, 1067, 308, 11837, 167, 11188, 9761], 0.001, 290, 7, 'Success']","[[2346, 1067, 308, 11837, 167, 11188, 9761], 0.001, 290, 7, 'Success']"
3015,1504,42,"[[3015, 167, 6020, 1236, 1504], 0.12604, 144, 5, 'Success']","[[3015, 6615, 12325, 3974, 1236, 1504], 0.126, 188, 6, 'Success']","[[3015, 6615, 12325, 3974, 1236, 1504], 0.126, 188, 6, 'Success']"
9305,9621,216,"[[9305, 1067, 6901, 3704, 9621], 0.28086, 264, 5, 'Success']","[[9305, 1067, 10113, 12768, 10065, 6814, 9621], 0.22703, 344, 7, 'Success']","[[9305, 1067, 10113, 12768, 10065, 6814, 9621], 0.22703, 344, 7, 'Success']"
12791,3603,2823,"[[12791, 32, 3603], 2.40868, 184, 3, 'Success']","[[12791, 12768, 10113, 12325, 29, 3603], 0.00565, 194, 6, 'Success']","[[12791, 12768, 10113, 12325, 29, 3603], 0.00565, 194, 6, 'Success']"
5971,3481,48396,"[[5971, 55, 9802, 3481], 5.96024, 120, 4, 'Success']","[[5971, 21, 11827, 12325, 3481], 1.0484, 154, 5, 'Success']","[[5971, 21, 11827, 12325, 3481], 1.0484, 154, 5, 'Success']"
12600,911,185000,,,
67,9593,3407801,,,
2366,2734,92839940,"[[2366, 321, 55, 445, 2734], 20621.50785, 160, 5, 'Success']","[[2366, 59, 175, 2877, 2734], 5202.2918, 138, 5, 'Success']","[[2366, 59, 175, 2877, 2734], 5202.2918, 138, 5, 'Success']"
12921,8889,1,"[[12921, 5926, 8688, 8768, 8889], 0.00124, 264, 5, 'Success']","[[12921, 5926, 8688, 2, 8768, 8889], 0.00015, 282, 6, 'Success']","[[12921, 5926, 8688, 2, 8768, 8889], 0.00015, 282, 6, 'Success']"
4041,9511,92,"[[4041, 4040, 1053, 4792, 9511], 0.1776, 160, 5, 'Success']","[[4041, 4040, 1053, 4792, 167, 10339, 12325, 9511], 0.17318, 258, 8, 'Success']","[[4041, 4040, 1053, 4792, 167, 10339, 12325, 9511], 0.17318, 258, 8, 'Success']"
11401,5848,252,"[[11401, 32, 5848], 1.12575, 184, 3, 'Success']","[[11401, 32, 5848], 1.12575, 184, 3, 'Success']","[[11401, 32, 5848], 1.12575, 184, 3, 'Success']"
10915,256,5104,"[[10915, 9809, 182, 44, 256], 2.10719, 144, 5, 'Success']","[[10915, 9809, 10113, 609, 2425, 44, 256], 1.10718, 224, 7, 'Success']","[[10915, 9809, 10113, 609, 2425, 44, 256], 1.10718, 224, 7, 'Success']"
3326,13044,95845,"[[3326, 1366, 3990, 50, 392, 801, 13044], 107.59246999999999, 240, 7, 'Success']","[[3326, 1366, 3990, 10000, 8637, 84, 12325, 600, 2680, 801, 13044], 53.59577, 394, 11, 'Success']","[[3326, 1366, 3990, 10000, 8637, 84, 12325, 600, 2680, 801, 13044], 53.59577, 394, 11, 'Success']"
290,5976,154935,"[[290, 32, 3695, 5976], 155.81871999999998, 218, 4, 'Success']","[[290, 254, 10065, 233, 939, 795, 5560, 5976], 19.24796, 268, 8, 'Success']","[[290, 254, 10065, 233, 939, 795, 5560, 5976], 19.24796, 268, 8, 'Success']"
12477,5101,2045384,"[[12477, 12415, 8782, 6443, 5101], 209.5842, 160, 5, 'Success']","[[12477, 12415, 8782, 9968, 12325, 3292, 5101], 16.317709999999998, 214, 7, 'Success']","[[12477, 12415, 8782, 9968, 12325, 3292, 5101], 16.317709999999998, 214, 7, 'Success']"
2078,185,14912505,"[[2078, 32, 321, 174, 185], 8281.10944, 264, 5, 'Success']","[[2078, 32, 71, 173, 174, 185], 8265.18817, 260, 6, 'Success']","[[2078, 32, 71, 173, 174, 185], 8265.18817, 260, 6, 'Success']"
12050,3112,9,"[[12050, 1139, 3112], 0.027, 80, 3, 'Success']","[[12050, 1139, 3112], 0.027, 80, 3, 'Success']","[[12050, 1139, 3112], 0.027, 80, 3, 'Success']"
1780,341,24,"[[1780, 32, 3997, 2537, 341], 1.0127000000000002, 264, 5, 'Success']","[[1780, 32, 3997, 2537, 341], 1.0127000000000002, 264, 5, 'Success']","[[1780, 32, 3997, 2537, 341], 1.0127000000000002, 264, 5, 'Success']"
11888,3653,818,"[[11888, 10159, 108, 223, 3653], 1.04587, 140, 5, 'Success']","[[11888, 12325, 10113, 12768, 6228, 6209, 223, 3653], 1.00492, 274, 8, 'Success']","[[11888, 12325, 10113, 12768, 6228, 6209, 223, 3653], 1.00492, 274, 8, 'Success']"
6637,11805,3213,"[[6637, 609, 3549, 32, 11805], 2.6065099999999997, 264, 5, 'Success']","[[6637, 609, 3549, 32, 11805], 2.6065099999999997, 264, 5, 'Success']","[[6637, 609, 3549, 32, 11805], 2.6065099999999997, 264, 5, 'Success']"
3153,5106,28149,"[[3153, 1121, 18, 5106], 1.02815, 224, 4, 'Success']","[[3153, 1121, 18, 5106], 1.02815, 224, 4, 'Success']","[[3153, 1121, 18, 5106], 1.02815, 224, 4, 'Success']"
4429,5356,835843,"[[4429, 321, 3292, 3285, 5356], 46.972579999999994, 500, 5, 'Success']","[[4429, 321, 3292, 3285, 5356], 46.972579999999994, 500, 5, 'Success']","[[4429, 321, 3292, 3285, 5356], 46.972579999999994, 500, 5, 'Success']"
463,4859,1134362,"[[463, 12095, 6562, 4780, 4859], 134.85872, 160, 5, 'Success']","[[463, 9550, 3974, 6562, 4780, 4859], 58.85252, 200, 6, 'Success']","[[463, 9550, 3974, 6562, 4780, 4859], 58.85252, 200, 6, 'Success']"
2223,1806,14147943,"[[2223, 48, 445, 321, 1806], 2845.88105, 264, 5, 'Success']","[[2223, 233, 3974, 12325, 10113, 18, 321, 1806], 1756.38085, 372, 8, 'Success']","[[2223, 233, 3974, 12325, 10113, 18, 321, 1806], 1756.38085, 372, 8, 'Success']"
9690,3334,5,"[[9690, 855, 547, 3291, 3334], 0.00308, 540, 5, 'Success']","[[9690, 855, 6876, 167, 6953, 2861, 3291, 3334], 0.00042000000000000007, 270, 8, 'Success']","[[9690, 855, 6876, 167, 6953, 2861, 3291, 3334], 0.00042000000000000007, 270, 8, 'Success']"
8422,1381,87,"[[8422, 149, 645, 1139, 1381], 0.26253, 264, 5, 'Success']","[[8422, 6814, 609, 2425, 36, 1139, 1381], 0.26109, 272, 7, 'Success']","[[8422, 6814, 609, 2425, 36, 1139, 1381], 0.26109, 272, 7, 'Success']"
3189,9728,185,"[[3189, 293, 8857, 9728], 0.042179999999999995, 120, 4, 'Success']","[[3189, 293, 7122, 12325, 10113, 314, 9728], 0.00256, 338, 7, 'Success']","[[3189, 293, 7122, 12325, 10113, 314, 9728], 0.00256, 338, 7, 'Success']"
4632,2603,3316,"[[4632, 3083, 3386, 2603], 9.96463, 224, 4, 'Success']","[[4632, 3083, 5965, 12325, 3292, 2603], 9.948, 278, 6, 'Success']","[[4632, 3083, 5965, 12325, 3292, 2603], 9.948, 278, 6, 'Success']"
11487,8403,26443,"[[11487, 4994, 233, 8403], 2.14188, 114, 4, 'Success']","[[11487, 4994, 5986, 470, 10541, 167, 10339, 12325, 6760, 8403], 0.05288, 398, 10, 'Success']","[[11487, 4994, 5986, 470, 10541, 167, 10339, 12325, 6760, 8403], 0.05288, 398, 10, 'Success']"
6089,5568,577183,"[[6089, 6433, 3292, 5858, 5568], 270.84772, 140, 5, 'Success']","[[6089, 8570, 9808, 11742, 11746, 167, 351, 18, 5568], 4.88593, 304, 9, 'Success']","[[6089, 8570, 9808, 11742, 11746, 167, 351, 18, 5568], 4.88593, 304, 9, 'Success']"
12305,226,6197292,"[[12305, 321, 48, 10, 226], 11164.38769, 150, 5, 'Success']","[[12305, 321, 9968, 12325, 10, 226], 10543.604229999999, 184, 6, 'Success']","[[12305, 321, 9968, 12325, 10, 226], 10543.604229999999, 184, 6, 'Success']"
3957,488,16116268,,,
8114,10988,5,"[[8114, 167, 2223, 10294, 10988], 0.0, 254, 5, 'Success']","[[8114, 167, 2223, 10294, 10988], 0.0, 254, 5, 'Success']","[[8114, 167, 2223, 10294, 10988], 0.0, 254, 5, 'Success']"
599,1730,50,"[[599, 600, 6219, 1139, 924, 1730], 0.30065, 200, 6, 'Success']","[[599, 916, 2714, 12325, 36, 1139, 924, 1730], 0.30055, 306, 8, 'Success']","[[599, 916, 2714, 12325, 36, 1139, 924, 1730], 0.30055, 306, 8, 'Success']"
12885,10014,553,"[[12885, 167, 11178, 5778, 10014], 0.0553, 144, 5, 'Success']","[[12885, 167, 11178, 5778, 10014], 0.0553, 144, 5, 'Success']","[[12885, 167, 11178, 5778, 10014], 0.0553, 144, 5, 'Success']"
7207,9732,4830,,,
342,446,62883,"[[342, 345, 2359, 15, 446], 5.96268, 132, 5, 'Success']","[[342, 345, 2425, 19, 215, 137, 12325, 42, 446], 2.9588699999999997, 292, 9, 'Success']","[[342, 345, 2425, 19, 215, 137, 12325, 42, 446], 2.9588699999999997, 292, 9, 'Success']"
6998,6400,336007,"[[6998, 8052, 8683, 21, 6400], 11.73624, 160, 5, 'Success']","[[6998, 8052, 8167, 12325, 6760, 9889, 21, 6400], 11.082239999999999, 274, 8, 'Success']","[[6998, 8052, 8167, 12325, 6760, 9889, 21, 6400], 11.082239999999999, 274, 8, 'Success']"
76,1348,5391067,"[[76, 174, 11067, 131, 1348], 305.15011000000004, 264, 5, 'Success']","[[76, 71, 175, 64, 131, 1348], 305.15011000000004, 260, 6, 'Success']","[[76, 71, 175, 64, 131, 1348], 305.15011000000004, 260, 6, 'Success']"
3086,3974,14469654,"[[3086, 2366, 796, 3974], 7250.30438, 114, 4, 'Success']","[[3086, 658, 383, 131, 506, 574, 321, 796, 3974], 1713.25278, 314, 9, 'Success']","[[3086, 658, 383, 131, 506, 574, 321, 796, 3974], 1713.25278, 314, 9, 'Success']"
6364,11219,4,"[[6364, 609, 12110, 11057, 11219], 0.0004, 264, 5, 'Success']","[[6364, 609, 2223, 6274, 11057, 11219], 0.0, 408, 6, 'Success']","[[6364, 609, 2223, 6274, 11057, 11219], 0.0, 408, 6, 'Success']"
10786,5764,69,"[[10786, 609, 2706, 4822, 5764], 7e-05, 264, 5, 'Success']","[[10786, 609, 2706, 4822, 5764], 7e-05, 264, 5, 'Success']","[[10786, 609, 2706, 4822, 5764], 7e-05, 264, 5, 'Success']"
8051,9345,955,"[[8051, 6755, 5060, 6397, 8679, 9345], 0.25156999999999996, 200, 6, 'Success']","[[8051, 8167, 167, 11178, 6814, 9621, 8561, 9345], 0.19292999999999996, 270, 8, 'Success']","[[8051, 8167, 167, 11178, 6814, 9621, 8561, 9345], 0.19292999999999996, 270, 8, 'Success']"
4646,1741,8728,"[[4646, 3083, 5965, 2359, 966, 1741], 53.493449999999996, 304, 6, 'Success']","[[4646, 3083, 5965, 2359, 966, 1741], 53.493449999999996, 304, 6, 'Success']","[[4646, 3083, 5965, 2359, 966, 1741], 53.493449999999996, 304, 6, 'Success']"
3255,8416,67822,"[[3255, 2597, 91, 8416], 137.21232, 452, 4, 'Success']","[[3255, 609, 1296, 1326, 91, 8416], 68.38989000000001, 350, 6, 'Success']","[[3255, 609, 1296, 1326, 91, 8416], 68.38989000000001, 350, 6, 'Success']"
6186,1606,306111,"[[6186, 32, 167, 79, 1606], 466.84765, 258, 5, 'Success']","[[6186, 32, 18, 79, 1606], 466.84765, 258, 5, 'Success']","[[6186, 32, 18, 79, 1606], 466.84765, 258, 5, 'Success']"
8716,3497,1005761,"[[8716, 6065, 855, 173, 3497], 511.2355, 160, 5, 'Success']","[[8716, 6065, 9359, 12325, 173, 3497], 63.59595, 194, 6, 'Success']","[[8716, 6065, 9359, 12325, 173, 3497], 63.59595, 194, 6, 'Success']"
11356,3766,15644040,"[[11356, 3292, 42, 48, 32, 3766], 10030.124029999999, 286, 6, 'Success']","[[11356, 3292, 3642, 167, 796, 445, 32, 3766], 7856.331550000001, 364, 8, 'Success']","[[11356, 3292, 3642, 167, 796, 445, 32, 3766], 7856.331550000001, 364, 8, 'Success']"
9095,11000,5,"[[9095, 8768, 7218, 10294, 11000], 0.0, 472, 5, 'Success']","[[9095, 8768, 7218, 10294, 11000], 0.0, 472, 5, 'Success']","[[9095, 8768, 7218, 10294, 11000], 0.0, 472, 5, 'Success']"
3132,4234,85,"[[3132, 634, 8688, 3083, 4234], 5.085, 264, 5, 'Success']","[[3132, 634, 8688, 3083, 4234], 5.085, 264, 5, 'Success']","[[3132, 634, 8688, 3083, 4234], 5.085, 264, 5, 'Success']"
8495,9548,438,"[[8495, 32, 9604, 9548], 2.2195, 224, 4, 'Success']","[[8495, 32, 2425, 609, 9548], 1.26238, 264, 5, 'Success']","[[8495, 32, 2425, 609, 9548], 1.26238, 264, 5, 'Success']"
11348,9177,2976,"[[11348, 61, 124, 8768, 9177], 3.0982000000000003, 264, 5, 'Success']","[[11348, 61, 173, 2, 8768, 9177], 2.41368, 260, 6, 'Success']","[[11348, 61, 173, 2, 8768, 9177], 2.41368, 260, 6, 'Success']"
10194,12305,32206,"[[10194, 2909, 137, 84, 12305], 2.06442, 190, 5, 'Success']","[[10194, 2909, 137, 12325, 5965, 12305], 1.03221, 224, 6, 'Success']","[[10194, 2909, 137, 12325, 5965, 12305], 1.03221, 224, 6, 'Success']"
2388,6406,355842,"[[2388, 11178, 167, 5855, 6406], 54.7322, 150, 5, 'Success']","[[2388, 12148, 12325, 10113, 314, 11162, 10173, 8307, 6406], 6.983820000000001, 412, 9, 'Success']","[[2388, 12148, 12325, 10113, 314, 11162, 10173, 8307, 6406], 6.983820000000001, 412, 9, 'Success']"
10459,4970,6852483,"[[10459, 48, 5975, 4970], 1254.06127, 120, 4, 'Success']","[[10459, 445, 3292, 5975, 4970], 576.60914, 140, 5, 'Success']","[[10459, 445, 3292, 5975, 4970], 576.60914, 140, 5, 'Success']"
10113,2912,10824647,"[[10113, 321, 5043, 2912], 11.82465, 120, 4, 'Success']","[[10113, 321, 5043, 2912], 11.82465, 120, 4, 'Success']","[[10113, 321, 5043, 2912], 11.82465, 120, 4, 'Success']"
639,1965,5,"[[639, 48, 1832, 1965], 0.15328, 114, 4, 'Success']","[[639, 855, 6876, 6781, 609, 12030, 1965], 0.00054, 240, 7, 'Success']","[[639, 855, 6876, 6781, 609, 12030, 1965], 0.00054, 240, 7, 'Success']"
2414,131,85,"[[2414, 26, 12325, 131], 0.00085, 108, 4, 'Success']","[[2414, 26, 12325, 131], 0.00085, 108, 4, 'Success']","[[2414, 26, 12325, 131], 0.00085, 108, 4, 'Success']"
10069,10086,695,"[[10069, 7218, 10086], 0.0, 184, 3, 'Success']","[[10069, 7218, 10086], 0.0, 184, 3, 'Success']","[[10069, 7218, 10086], 0.0, 184, 3, 'Success']"
12458,721,8965,"[[12458, 11367, 12325, 398, 721], 2.0986200000000004, 252, 5, 'Success']","[[12458, 11367, 12325, 167, 224, 721], 1.27792, 178, 6, 'Success']","[[12458, 11367, 12325, 167, 224, 721], 1.27792, 178, 6, 'Success']"
5721,1047,36038,"[[5721, 32, 2763, 2441, 1047], 20.05658, 264, 5, 'Success']","[[5721, 8081, 3883, 8756, 12157, 5027, 84, 2441, 1047], 3.36641, 314, 9, 'Success']","[[5721, 8081, 3883, 8756, 12157, 5027, 84, 2441, 1047], 3.36641, 314, 9, 'Success']"
6251,8078,327392,"[[6251, 6029, 5452, 8078], 2.65478, 120, 4, 'Success']","[[6251, 4277, 5027, 84, 8078], 1.6547800000000001, 160, 5, 'Success']","[[6251, 4277, 5027, 84, 8078], 1.6547800000000001, 160, 5, 'Success']"
37,294,6403824,"[[37, 141, 175, 88, 294], 354.46032, 276, 5, 'Success']","[[37, 50, 173, 88, 294], 354.46032, 276, 5, 'Success']","[[37, 50, 173, 88, 294], 354.46032, 276, 5, 'Success']"
12847,8502,10166628,"[[12847, 398, 6980, 50, 8502], 1080.94171, 160, 5, 'Success']","[[12847, 398, 692, 88, 175, 50, 8502], 583.74893, 196, 7, 'Success']","[[12847, 398, 692, 88, 175, 50, 8502], 583.74893, 196, 7, 'Success']"
3054,6807,1,"[[3054, 233, 6807], 0.01031, 74, 3, 'Success']","[[3054, 3055, 12325, 167, 5642, 6807], 0.0, 184, 6, 'Success']","[[3054, 3055, 12325, 167, 5642, 6807], 0.0, 184, 6, 'Success']"
9639,11232,10,"[[9639, 6268, 6263, 21, 6410, 11232], 4.00004, 200, 6, 'Success']","[[9639, 6268, 11527, 91, 2047, 167, 11178, 6814, 6410, 11232], 2.6133500000000005, 510, 10, 'Success']","[[9639, 6268, 11527, 91, 2047, 167, 11178, 6814, 6410, 11232], 2.6133500000000005, 510, 10, 'Success']"
11063,9861,106,"[[11063, 3093, 12325, 167, 9861], 0.00011, 144, 5, 'Success']","[[11063, 3093, 12325, 167, 9861], 0.00011, 144, 5, 'Success']","[[11063, 3093, 12325, 167, 9861], 0.00011, 144, 5, 'Success']"
4900,8508,7290,"[[4900, 4822, 3642, 167, 8508], 21.87731, 254, 5, 'Success']","[[4900, 4822, 3642, 167, 8508], 21.87731, 254, 5, 'Success']","[[4900, 4822, 3642, 167, 8508], 21.87731, 254, 5, 'Success']"
12343,7039,52154,"[[12343, 611, 855, 1009, 7039], 23.73279, 180, 5, 'Success']","[[12343, 611, 1369, 10801, 10113, 12325, 1009, 7039], 6.52845, 294, 8, 'Success']","[[12343, 611, 1369, 10801, 10113, 12325, 1009, 7039], 6.52845, 294, 8, 'Success']"
6461,2306,895027,"[[6461, 9472, 32, 2306], 905.35578, 224, 4, 'Success']","[[6461, 3292, 4312, 32, 2306], 447.61847, 244, 5, 'Success']","[[6461, 3292, 4312, 32, 2306], 447.61847, 244, 5, 'Success']"
865,8768,3860001,"[[865, 233, 3065, 8768], 336.32171999999997, 114, 4, 'Success']","[[865, 233, 6057, 576, 692, 8768], 22.300050000000002, 194, 6, 'Success']","[[865, 233, 6057, 576, 692, 8768], 22.300050000000002, 194, 6, 'Success']"
2734,10159,70752384,"[[2734, 4784, 10159], 35377.192, 288, 3, 'Success']","[[2734, 4784, 10159], 35377.192, 288, 3, 'Success']","[[2734, 4784, 10159], 35377.192, 288, 3, 'Success']"
10459,6982,5,"[[10459, 12325, 6982], 0.0, 74, 3, 'Success']","[[10459, 12325, 6982], 0.0, 74, 3, 'Success']","[[10459, 12325, 6982], 0.0, 74, 3, 'Success']"
40,9421,10,"[[40, 3892, 167, 9421], 2e-05, 100, 4, 'Success']","[[40, 3892, 167, 9421], 2e-05, 100, 4, 'Success']","[[40, 3892, 167, 9421], 2e-05, 100, 4, 'Success']"
2209,3832,393,"[[2209, 32, 3832], 1.19611, 184, 3, 'Success']","[[2209, 32, 3832], 1.19611, 184, 3, 'Success']","[[2209, 32, 3832], 1.19611, 184, 3, 'Success']"
10860,2162,2495,"[[10860, 8768, 2, 2081, 2162], 14.992460000000001, 242, 5, 'Success']","[[10860, 8768, 2, 2081, 2162], 14.992460000000001, 242, 5, 'Success']","[[10860, 8768, 2, 2081, 2162], 14.992460000000001, 242, 5, 'Success']"
6067,120,91426,"[[6067, 169, 2, 94, 120], 12.88561, 132, 5, 'Success']","[[6067, 8637, 84, 6093, 2, 94, 120], 3.00569, 212, 7, 'Success']","[[6067, 8637, 84, 6093, 2, 94, 120], 3.00569, 212, 7, 'Success']"
8744,4353,552674,"[[8744, 3974, 314, 4353], 9.39748, 218, 4, 'Success']","[[8744, 612, 3868, 3356, 4353], 1.55267, 154, 5, 'Success']","[[8744, 612, 3868, 3356, 4353], 1.55267, 154, 5, 'Success']"
12064,73,2788520,,,
609,63,92813955,"[[609, 63], 0, 40, 2, 'Success']","[[609, 63], 0, 40, 2, 'Success']","[[609, 63], 0, 40, 2, 'Success']"
556,6123,5,"[[556, 894, 167, 318, 6123], 0.00076, 144, 5, 'Success']","[[556, 6467, 3099, 12325, 167, 318, 6123], 0.00051, 224, 7, 'Success']","[[556, 6467, 3099, 12325, 167, 318, 6123], 0.00051, 224, 7, 'Success']"
2093,10412,60,"[[2093, 2081, 2, 7218, 10294, 10412], 0.18, 386, 6, 'Success']","[[2093, 2081, 2, 7218, 10294, 10412], 0.18, 386, 6, 'Success']","[[2093, 2081, 2, 7218, 10294, 10412], 0.18, 386, 6, 'Success']"
7516,12877,397,"[[7516, 7218, 36, 609, 12877], 1.23082, 296, 5, 'Success']","[[7516, 7218, 36, 609, 12877], 1.23082, 296, 5, 'Success']","[[7516, 7218, 36, 609, 12877], 1.23082, 296, 5, 'Success']"
11353,10217,3281,"[[11353, 67, 167, 10005, 10217], 2.45515, 150, 5, 'Success']","[[11353, 67, 167, 10005, 10217], 2.45515, 150, 5, 'Success']","[[11353, 67, 167, 10005, 10217], 2.45515, 150, 5, 'Success']"
